Nucleo,dis_bomberos_drive_08:30,dis_bomberos_drive_11:00,dis_bomberos_transit_08:30,dis_bomberos_transit_11:00,dis_csmental_drive_08:30,dis_csmental_drive_11:00,dis_csmental_transit_08:30,dis_csmental_transit_11:00,dis_hospt2_1_drive_08:30,dis_hospt2_1_drive_11:00,dis_hospt2_1_transit_08:30,dis_hospt2_1_transit_11:00,dis_hospt2_2_drive_08:30,dis_hospt2_2_drive_11:00,dis_hospt2_2_transit_08:30,dis_hospt2_2_transit_11:00,dis_hospt2_3_drive_08:30,dis_hospt2_3_drive_11:00,dis_hospt2_3_transit_08:30,dis_hospt2_3_transit_11:00,dis_hospt2_4_drive_08:30,dis_hospt2_4_drive_11:00,dis_hospt2_4_transit_08:30,dis_hospt2_4_transit_11:00,dis_hospt3_1_drive_08:30,dis_hospt3_1_drive_11:00,dis_hospt3_1_transit_08:30,dis_hospt3_1_transit_11:00,dis_hospt3_2_drive_08:30,dis_hospt3_2_drive_11:00,dis_hospt3_2_transit_08:30,dis_hospt3_2_transit_11:00,dis_hospt3_3_drive_08:30,dis_hospt3_3_drive_11:00,dis_hospt3_3_transit_08:30,dis_hospt3_3_transit_11:00,dis_juzgados_drive_08:30,dis_juzgados_drive_11:00,dis_juzgados_transit_08:30,dis_juzgados_transit_11:00,dur_bomberos_drive_08:30,dur_bomberos_drive_11:00,dur_bomberos_transit_08:30,dur_bomberos_transit_11:00,dur_csmental_drive_08:30,dur_csmental_drive_11:00,dur_csmental_transit_08:30,dur_csmental_transit_11:00,dur_hospt2_1_drive_08:30,dur_hospt2_1_drive_11:00,dur_hospt2_1_transit_08:30,dur_hospt2_1_transit_11:00,dur_hospt2_2_drive_08:30,dur_hospt2_2_drive_11:00,dur_hospt2_2_transit_08:30,dur_hospt2_2_transit_11:00,dur_hospt2_3_drive_08:30,dur_hospt2_3_drive_11:00,dur_hospt2_3_transit_08:30,dur_hospt2_3_transit_11:00,dur_hospt2_4_drive_08:30,dur_hospt2_4_drive_11:00,dur_hospt2_4_transit_08:30,dur_hospt2_4_transit_11:00,dur_hospt3_1_drive_08:30,dur_hospt3_1_drive_11:00,dur_hospt3_1_transit_08:30,dur_hospt3_1_transit_11:00,dur_hospt3_2_drive_08:30,dur_hospt3_2_drive_11:00,dur_hospt3_2_transit_08:30,dur_hospt3_2_transit_11:00,dur_hospt3_3_drive_08:30,dur_hospt3_3_drive_11:00,dur_hospt3_3_transit_08:30,dur_hospt3_3_transit_11:00,dur_juzgados_drive_08:30,dur_juzgados_drive_11:00,dur_juzgados_transit_08:30,dur_juzgados_transit_11:00,mean_dis_bomberos,mean_dis_csmental,mean_dis_hospt2,mean_dis_hospt3,mean_dis_juzgados,mean_dur_bomberos,mean_dur_csmental,mean_dur_hospt2,mean_dur_hospt3,mean_dur_juzgados,mean_dis_all,mean_dur_all
0790101,1633,1633,1827,1652,1582,1582,1293,1293,14163,14163,12782,12782,,,,,,,,,,,,,1929,1929,2174,2213,8244,8244,7175,7175,,,,,1043,1043,1242,825,403,455,1052,1166,402,458,712,700,1467,1489,3163,3223,,,,,,,,,,,,,464,476,1063,1317,793,835,2281,2341,,,,,253,281,702,754,1686.25,1437.5,13472.5,4885.375,1038.25,769.0,568.0,2335.5,1196.25,497.5,4503.975,1073.25
0650601,8882,8882,15474,15474,9017,9017,14381,16840,17429,17429,31413,28730,,,,,,,,,,,,,29482,20222,27191,27452,11309,13468,17105,19104,,,,,12584,12584,12190,12975,681,673,4022,4142,683,666,4888,5335,1478,1383,6484,6484,,,,,,,,,,,,,1807,1367,7179,6731,881,786,5206,5348,,,,,737,690,3706,4072,12178.0,12313.75,23750.25,20666.625,12583.25,2379.5,2893.0,3957.25,3663.125,2301.25,16298.375,3038.825
0650901,8445,8445,11837,11837,5984,5984,5696,5696,14397,14772,15060,26331,,,,,,,,,,,,,16125,16125,17866,22656,9370,9370,8419,8419,,,,,6257,6257,6368,10399,917,905,3590,3770,686,661,2155,2244,1477,1359,4274,5212,,,,,,,,,,,,,1917,1316,4373,5396,881,727,2405,2562,,,,,620,606,2399,3445,10141.0,5840.0,17640.0,13543.75,7320.25,2295.5,1436.5,3080.5,2447.125,1767.5,10897.0,2205.425
0650401,10904,10904,17875,17875,11288,9159,8605,8605,13942,13942,19587,19587,,,,,,,,,,,,,24470,15295,20638,20638,8541,8541,11191,11191,,,,,9098,9098,10984,10984,933,988,3604,3844,981,865,2312,2312,1502,1368,4322,4502,,,,,,,,,,,,,1723,1316,4415,4595,820,733,2604,2544,,,,,716,682,2955,2955,14389.5,9414.25,16764.5,15063.125,10041.0,2342.25,1617.5,2923.5,2343.75,1827.0,13134.475,2210.8
0650402,11161,11161,17620,17620,8904,8904,8350,8350,13687,13687,19332,19332,,,,,,,,,,,,,24214,15039,20383,20383,8285,8285,10936,10936,,,,,8842,8842,10729,10729,961,1019,3401,3641,875,834,2109,2109,1452,1332,4119,4299,,,,,,,,,,,,,1684,1293,4212,4392,785,704,2401,2341,,,,,682,647,2752,2752,14390.5,8627.0,16509.5,14807.625,9785.5,2255.5,1481.75,2800.5,2226.5,1708.25,12824.025,2094.5
0650403,11367,11367,19157,19157,11751,11751,9887,9887,14982,14982,20869,20869,,,,,,,,,,,,,25509,16334,21920,21920,9580,9580,12473,12473,,,,,10137,10137,12265,12265,1001,1061,3704,3943,1042,1121,2325,2325,1610,1492,4335,4515,,,,,,,,,,,,,1835,1442,4428,4608,931,855,2617,2557,,,,,837,811,2968,2968,15262.0,10819.0,17925.5,16223.625,11201.0,2427.25,1703.25,2988.0,2409.125,1896.0,14286.225,2284.725
1250201,21026,21026,83095,21315,15242,15242,77447,20355,41299,41299,32882,37860,,,,,,,,,,,,,62064,62064,61698,61749,61981,61981,61855,61906,48901,48901,53138,53401,16367,16367,17131,18365,1627,1667,7199,4186,1262,1299,6589,3981,2846,2923,3817,4817,,,,,,,,,,,,,3922,3680,4420,4721,3952,3692,4575,4876,2933,2906,4853,5527,1178,1198,2796,3560,36615.5,32071.5,38335.0,58303.25,17057.5,3669.75,3282.75,3600.75,4171.416666666667,2183.0,36476.55,3381.5333333333338
0440101,16573,16573,24567,19754,14893,14893,18072,18054,14938,14938,18118,18100,,,,,,,,,,,,,37708,37708,37578,35502,37625,37625,37735,35659,29055,29055,27851,25004,14209,14209,15091,15091,1332,1326,3607,4311,1620,1602,3185,3575,1637,1623,3223,3613,,,,,,,,,,,,,2688,2279,3884,3985,2676,2320,4039,4140,1770,1664,4856,3780,1079,1041,2402,3302,19366.75,16478.0,16523.5,34008.75,14650.0,2644.0,2495.5,2524.0,3173.4166666666665,1956.0,20205.4,2558.583333333333
0870102,18260,18260,15566,15359,12975,12975,15156,25024,13021,13021,15202,25070,,,,,,,,,,,,,52266,52266,50920,50481,52183,52183,51091,50652,43383,43383,46671,74695,8959,8959,34176,36021,1270,1275,1853,1586,1177,1216,2060,3521,1195,1229,2098,3559,,,,,,,,,,,,,2999,2608,3767,3790,2977,2661,3925,3948,2347,2276,6609,6536,773,790,4301,4767,16861.25,16532.5,16578.5,51681.166666666664,22028.75,1496.0,1993.5,2020.25,3703.5833333333335,2657.75,24736.43333333333,2374.2166666666667
0380201,21416,21608,18250,18440,17452,17452,18030,21300,17498,17498,18076,21346,,,,,,,,,,,,,55613,55613,53607,53563,55531,55531,53778,53734,46731,46731,49124,49546,8424,8424,38913,39103,1468,1572,2723,2403,1368,1417,2700,3712,1384,1431,2738,3750,,,,,,,,,,,,,3240,2902,4533,5217,3235,2941,4691,5375,2599,2585,6775,6259,796,835,5510,5894,19928.5,18558.5,18604.5,52425.166666666664,23716.0,2041.5,2299.25,2325.75,4196.0,3258.75,26646.533333333333,2824.25
0380603,22245,22245,19281,19468,18015,18015,19058,22327,18061,18061,19104,22373,,,,,,,,,,,,,56250,56250,54635,54590,56167,56167,54806,54761,47367,47367,50152,50573,8986,8986,39943,40130,1549,1609,3062,2721,1358,1435,3039,4030,1373,1451,3077,4068,,,,,,,,,,,,,3247,2951,4872,5535,3221,2977,5030,5693,2624,2622,7114,6577,785,857,5849,6212,20809.75,19353.75,19399.75,53257.083333333336,24511.25,2235.25,2465.5,2492.25,4371.916666666667,3425.75,27466.31666666667,2998.1333333333337
0380101,21760,21760,22380,22380,19657,19657,24754,25239,19702,19702,24800,25285,,,,,,,,,,,,,57059,57059,57734,57502,56976,56976,57905,57673,48176,48176,53620,53485,10628,10628,40990,43042,1827,1813,3914,3914,1580,1632,4595,5223,1595,1646,4633,5261,,,,,,,,,,,,,3506,3185,5828,6728,3511,3204,5986,6886,2907,2883,7188,7770,998,1041,6362,7405,22070.0,22326.75,22372.25,55195.083333333336,26322.0,2867.0,3257.5,3283.75,4965.166666666667,3951.5,29657.216666666667,3664.9833333333336
0380601,23606,23606,24262,22575,19377,19377,23852,22165,19422,19422,23898,22211,,,,,,,,,,,,,57612,57612,59616,57962,57529,57529,59787,58133,48729,48729,52825,53440,10348,10348,25850,41185,1666,1750,4189,5386,1476,1569,5170,5167,1494,1588,5208,5205,,,,,,,,,,,,,3373,3091,6103,7480,3368,3111,6261,7638,2751,2756,7289,10142,900,991,6630,8277,23512.25,21192.75,21238.25,55791.916666666664,21932.75,3247.75,3345.5,3373.75,5280.25,4199.5,28733.583333333332,3889.35
0380301,21296,21296,31724,30477,19193,19193,34583,33528,19239,19239,34629,33574,,,,,,,,,,,,,56595,56595,67078,66438,56513,56513,67249,66609,47713,47713,64594,61922,10467,10467,50334,11245,1506,1487,5267,2961,1264,1303,6576,4061,1283,1321,6614,4099,,,,,,,,,,,,,3212,2862,7181,4876,3191,2882,7339,5034,2595,2544,8738,6818,735,764,7715,2403,26198.25,26624.25,26670.25,59627.666666666664,20628.25,2805.25,3301.0,3329.25,4772.666666666667,2904.25,31949.73333333333,3422.4833333333336
1521601,11988,11988,11797,11632,14528,14528,16283,16283,14692,14692,16021,16185,,,,,,,,,,,,,26114,26114,26018,26018,26031,26031,26189,26189,17231,17231,20744,20894,7583,7583,7448,7430,776,770,2773,3235,860,802,2579,2579,929,940,3210,4437,,,,,,,,,,,,,1847,1331,2702,2702,1824,1367,2860,2860,1128,959,2933,3245,499,475,1951,2044,11851.25,15405.5,15397.5,23733.666666666668,7511.0,1888.5,1705.0,2379.0,2146.5,1242.25,14779.783333333335,1872.25
1520601,13021,13021,9879,9879,15680,15680,13620,13611,15725,15725,13666,13657,,,,,,,,,,,,,28954,28954,30612,30139,28871,28871,30769,30310,20071,20071,25332,24177,10424,10424,11415,11415,1047,1015,2327,2327,1178,1161,3337,3847,1194,1177,3375,3885,,,,,,,,,,,,,2138,1596,3830,4034,2147,1649,3985,4192,1435,1245,4048,4125,810,759,2066,2066,11450.0,14647.75,14693.25,27260.916666666668,10919.5,1679.0,2380.75,2407.75,2868.6666666666665,1425.25,15794.283333333335,2152.2833333333333
1521501,11168,11168,10736,10646,13827,13827,16466,17307,13872,13872,16512,17353,,,,,,,,,,,,,26243,26243,27034,27053,26161,26161,27205,27224,17361,17361,20846,20996,7713,7713,15111,15111,799,818,2180,2226,936,971,3316,4024,953,984,3354,4062,,,,,,,,,,,,,1863,1316,2512,2512,1844,1354,2670,2670,1119,946,2915,3227,491,462,2363,2303,10929.5,15356.75,15402.25,24157.333333333332,11412.0,1505.75,2311.75,2338.25,2079.0,1404.75,15451.566666666666,1927.9
1521101,14573,14573,12830,22387,13933,13933,16204,15745,17277,17277,17054,22237,,,,,,,,,,,,,25519,25519,25462,25481,25436,25436,25633,25652,16637,16637,20645,19408,6989,6989,17204,6893,875,870,3081,3779,954,889,2663,2461,1032,1047,3518,4414,,,,,,,,,,,,,1935,1418,2909,2685,1884,1455,3067,2843,1223,1049,3351,2971,602,562,2597,1926,16090.75,14953.75,18461.25,23122.083333333332,9518.75,2151.25,1741.75,2502.75,2232.5,1421.75,16429.316666666666,2010.0
1521401,11066,11066,10315,10315,13724,13724,16045,21524,13770,13770,16091,21570,,,,,,,,,,,,,26912,26912,26694,26903,26829,26829,26865,27074,18030,18030,20442,21861,8382,8382,14701,8396,812,818,1981,1981,946,973,3117,3804,962,989,3155,3842,,,,,,,,,,,,,1929,1405,2186,2378,1909,1450,2344,2536,1218,1041,3036,3230,597,555,2422,2029,10690.5,16254.25,16300.25,24448.416666666668,9965.25,1398.0,2210.0,2237.0,2055.1666666666665,1400.75,15531.733333333334,1860.1833333333332
1520401,10411,10411,9370,9370,16262,16262,17393,18080,16308,16308,17439,18126,,,,,,,,,,,,,29515,29515,29216,29207,29432,29432,29373,29364,20633,20633,23830,25148,14438,14438,10052,10035,953,893,1882,1882,1065,1073,3164,4162,1080,1091,3202,4200,,,,,,,,,,,,,2012,1465,2582,3126,1992,1504,2737,3281,1286,1104,3140,3805,846,853,2605,2561,9890.5,16999.25,17045.25,27108.166666666668,12240.75,1402.5,2366.0,2393.25,2336.1666666666665,1716.25,16656.783333333333,2042.8333333333333
1521201,11441,11441,11049,12976,14099,14099,15279,21686,14145,14145,15325,21732,,,,,,,,,,,,,28187,28187,30376,30376,28104,28104,30547,30547,19305,19305,22165,25563,9657,9657,14522,14522,854,832,2205,2065,994,988,3232,4345,1010,1004,3270,4383,,,,,,,,,,,,,2023,1509,2637,2637,1993,1546,2795,2795,1313,1137,3877,3979,701,651,1864,1864,11726.75,16290.75,16336.75,26730.5,12089.5,1489.0,2389.75,2416.75,2353.4166666666665,1270.0,16634.85,1983.7833333333333
1520201,8336,8336,8600,8600,11001,11001,14330,17789,11046,11046,14376,17835,,,,,,,,,,,,,31670,31670,45583,30402,31587,31587,45754,30573,22788,22788,24325,25668,9176,9176,10093,10076,664,646,2141,2103,812,809,3277,4100,831,824,3315,4138,,,,,,,,,,,,,2140,1607,3910,3075,2120,1648,4068,3233,1417,1248,3924,4203,599,597,2521,2477,8468.0,13530.25,13575.75,31199.583333333332,9630.25,1388.5,2249.5,2277.0,2716.0833333333335,1548.5,15280.766666666666,2035.9166666666667
1270101,5184,5184,9206,9206,5904,5904,6316,6336,25593,25593,59039,62198,,,,,,,,,,,,,19602,19602,19536,19536,19520,19520,19693,19693,9054,9054,9509,10948,5492,5492,8474,10046,430,415,2267,2299,515,471,1649,1632,1292,1324,4197,6216,,,,,,,,,,,,,1703,1143,2401,2666,1673,1173,2556,2821,809,685,2121,2355,411,417,2676,2737,7195.0,6115.0,43105.75,16272.25,7376.0,1352.75,1066.75,3257.25,1842.1666666666667,1560.25,16012.8,1815.8333333333333
1271001,2875,2875,989,1213,8547,8547,7362,9342,23737,23737,23633,23962,,,,,,,,,,,,,19008,19008,21242,21242,18925,18925,21399,21399,11255,11255,12715,13954,3465,3465,1715,1715,273,286,812,470,646,573,1647,1675,1201,1250,3906,4767,,,,,,,,,,,,,1604,1051,2643,2643,1564,1087,2798,2798,963,806,2085,2398,283,312,1444,1444,1988.0,8449.5,23767.25,17527.25,2590.0,460.25,1135.25,2781.0,1870.0,870.75,10864.4,1423.45
1271501,5485,5485,8182,8182,12301,12301,14758,15379,21754,21754,30815,27807,,,,,,,,,,,,,25999,25999,27621,28600,25916,25916,27778,28757,14195,14195,19200,18084,7791,7791,10277,10277,688,672,2105,2982,943,860,3501,3712,1438,1467,6480,6363,,,,,,,,,,,,,2066,1537,4536,4297,2052,1578,4691,4452,1340,1175,4189,4248,724,705,3038,3911,6833.5,13684.75,25532.5,23521.666666666668,9034.0,1611.75,2254.0,3937.0,3013.4166666666665,2094.5,15721.283333333335,2582.133333333333
1270401,4284,6392,5202,5202,3284,3284,3994,3994,24182,24182,56197,26254,,,,,,,,,,,,,17194,17194,16694,17883,17111,17111,16851,18040,10220,10220,9347,9347,3909,3909,4604,4604,616,533,1177,1177,509,520,1116,1116,1302,1322,4140,4371,,,,,,,,,,,,,1660,1080,2224,2479,1652,1118,2379,2634,927,817,1492,1492,382,384,1412,1412,5270.0,3639.0,32703.75,14767.666666666666,4256.5,875.75,815.25,2783.75,1662.8333333333333,897.5,12127.383333333333,1407.0166666666667
0470501,1177,1177,798,798,4126,4126,4679,9473,4172,4172,4725,9519,,,,,,,,,,,,,37643,37643,37547,37561,37560,37560,37718,37732,28760,28760,31650,32028,2227,2227,2475,3071,234,289,661,661,601,656,1170,1935,620,677,1208,1973,,,,,,,,,,,,,2340,1911,2721,2850,2305,1955,2879,3008,1647,1543,3260,4374,371,432,957,787,987.5,5601.0,5647.0,35180.166666666664,2500.0,461.25,1090.5,1119.5,2566.0833333333335,636.75,9983.133333333333,1174.8166666666668
0470101,2047,2047,1748,3441,2915,2915,3358,3198,2961,2961,3404,3244,,,,,,,,,,,,,38246,38246,37843,37873,38163,38163,38014,38044,29364,29364,33758,58779,791,791,737,737,271,271,852,1181,407,406,627,891,423,422,665,929,,,,,,,,,,,,,2286,1825,2397,2398,2264,1830,2555,2556,1609,1430,5255,5427,111,109,586,586,2320.75,3096.5,3142.5,37988.083333333336,764.0,643.75,582.75,609.75,2652.6666666666665,348.0,9462.366666666667,967.3833333333332
0471101,5419,5419,11247,5360,4593,4593,4934,4868,4639,4639,4980,4914,,,,,,,,,,,,,41270,41270,45669,41252,41187,41187,45840,41423,32388,32388,42946,37000,4465,4465,8641,4689,646,618,2569,1576,556,539,1341,2138,573,555,1379,2176,,,,,,,,,,,,,2552,2158,4287,3414,2537,2180,4445,3572,1919,1806,6247,5956,524,498,2351,1743,6861.25,4747.0,4793.0,40318.333333333336,5565.0,1352.25,1143.5,1170.75,3422.75,1279.0,12456.916666666668,1673.65
0471001,3606,3606,5705,5938,1503,1503,934,934,1549,1549,979,979,,,,,,,,,,,,,38905,38905,40827,40800,38822,38822,40998,40971,30022,30022,36946,36482,2101,2101,1579,2970,523,440,1242,1578,273,256,782,782,286,271,820,820,,,,,,,,,,,,,2390,1855,3402,2964,2380,1881,3560,3122,1707,1490,5315,5342,329,265,1273,926,4713.75,1218.5,1264.0,37710.166666666664,2187.75,945.75,523.25,549.25,2950.6666666666665,698.25,9418.833333333332,1133.4333333333332
1350801,22283,22283,26404,49210,16499,16499,25569,47287,42555,42555,40213,66909,,,,,,,,,,,,,63320,63320,73240,94970,63238,63238,73411,95141,50157,50157,56161,90559,17624,17624,24463,46181,1706,1746,5127,5018,1351,1399,4532,4785,2943,2997,4618,5751,,,,,,,,,,,,,4009,3738,6595,6548,4038,3754,6753,6706,3016,2989,7485,9090,1266,1299,3597,3850,30045.0,26463.5,48058.0,69742.66666666667,26473.0,3399.25,3016.75,4077.25,5393.416666666667,2503.0,40156.433333333334,3677.9333333333334
1350201,37382,37382,21356,27171,31597,31597,20268,26336,57654,57654,43356,50298,,,,,,,,,,,,,78419,78419,66270,72338,78336,78336,66427,72495,65256,65256,55774,64569,32723,32723,24154,30222,2408,2490,3053,3597,2049,2128,2415,3002,3650,3731,8860,7047,,,,,,,,,,,,,4770,4457,6787,6930,4764,4491,6942,7085,3713,3762,8447,8075,1949,2010,3041,3835,30822.75,27449.5,52240.5,70157.91666666667,29955.5,2887.0,2398.5,5822.0,5851.916666666667,2708.75,42125.23333333334,3933.6333333333337
1350501,23993,23993,19924,25739,18209,18209,18836,24904,44266,44266,42105,54359,,,,,,,,,,,,,65031,65031,64838,70906,64948,64948,64995,71063,51868,51868,56080,62510,19334,19334,22722,28790,1813,1892,2982,3520,1461,1538,2344,2925,3038,3121,5991,9059,,,,,,,,,,,,,4170,3856,6739,6876,4189,3902,6894,7031,3135,3150,6428,7284,1368,1405,2970,3758,23412.25,20039.5,46249.0,62840.5,22545.0,2551.75,2067.0,5302.25,5304.5,2375.25,35017.25,3520.15
1350101,20473,20473,25661,26749,14689,14689,24826,24826,40745,40745,39470,44448,,,,,,,,,,,,,61510,61510,72497,72509,61428,61428,72668,72680,48347,48347,55418,68098,15814,15814,23720,23720,1483,1535,4453,4271,1128,1181,3858,4038,2753,2806,3944,5004,,,,,,,,,,,,,3845,3563,5921,5801,3841,3562,6079,5959,2826,2788,6811,8343,1049,1072,2923,3103,23339.0,19757.5,41352.0,63036.666666666664,19767.0,2935.5,2551.25,3626.75,4944.916666666667,2036.75,33450.433333333334,3219.0333333333338
1351401,19586,19586,29434,32020,13802,13802,28599,31330,39858,39858,43243,50224,,,,,,,,,,,,,60624,60624,76270,72658,60541,60541,76441,72815,47460,47460,59191,69177,14927,14927,27493,27485,1370,1407,7841,7675,1016,1062,7246,7047,2614,2648,7332,9041,,,,,,,,,,,,,3761,3427,9309,9198,3757,3458,9467,9353,2710,2661,10199,11655,920,932,6311,6251,25156.5,21883.25,43295.75,63650.166666666664,21208.0,4573.25,4092.75,5408.75,6579.583333333333,3603.5,35038.73333333333,4851.566666666667
1351001,24199,24199,21669,27484,18415,18415,20581,26649,44472,44472,43850,56104,,,,,,,,,,,,,65237,65237,66583,72651,65154,65154,66740,72808,52074,52074,57825,64255,19540,19540,24467,30535,1816,1889,3339,3883,1460,1534,2701,3288,3034,3117,6348,9422,,,,,,,,,,,,,4159,3847,7096,7239,4161,3897,7251,7394,3133,3149,6785,7647,1366,1404,3327,4121,24387.75,21015.0,47224.5,63816.0,23520.5,2731.75,2245.75,5480.25,5479.833333333333,2554.5,35992.75,3698.4166666666665
1350601,17655,17655,30433,30433,11871,11871,29743,29743,37928,37928,48637,48637,,,,,,,,,,,,,58693,58693,76558,76558,58610,58610,76654,76654,45530,45530,95266,95266,12996,12996,25898,25898,1279,1312,11815,11815,920,961,11187,11187,2522,2559,13181,13181,,,,,,,,,,,,,3683,3341,14315,14315,3689,3370,14432,14432,2613,2567,16500,16500,824,836,10391,10391,24044.0,20807.0,43282.5,68551.83333333333,19447.0,6555.25,6063.75,7860.75,9146.416666666666,5610.5,35226.46666666666,7047.333333333333
1350301,16822,16822,33460,20349,11037,11037,32770,19514,37094,37094,51664,42568,,,,,,,,,,,,,57859,57859,79585,65516,57776,57776,79681,65673,44696,44696,98293,57120,12163,12163,28925,23400,1318,1341,14566,5667,962,994,13938,5072,2574,2609,15932,10017,,,,,,,,,,,,,3719,3370,17066,9023,3701,3382,17183,9178,2655,2587,19251,9431,866,868,13142,5905,21863.25,18589.5,42105.0,63877.5,19162.75,5723.0,5241.5,7783.0,8378.833333333334,5195.25,33119.6,6464.3166666666675
1350901,16252,16252,12177,16776,10468,10468,11089,15816,36524,36524,34358,95475,,,,,,,,,,,,,57289,57289,57091,55972,57206,57206,57248,56129,44126,44126,48333,47384,11593,11593,14975,13827,1261,1281,2417,4633,903,931,1779,4428,2509,2544,5426,11568,,,,,,,,,,,,,3631,3266,6174,8272,3652,3313,6329,8427,2603,2526,5863,8705,809,808,2405,4007,15364.25,11960.25,50720.25,53283.25,12997.0,2398.0,2010.25,5511.75,5230.083333333333,2007.25,28865.0,3431.4666666666662
0180401,19670,19670,26757,26732,10445,10445,11681,15753,10491,10491,11727,15799,,,,,,,,,,,,,47847,47847,48315,48663,47764,47764,48486,48834,38964,38964,43965,44147,9223,9223,10071,10071,1226,1212,4287,3850,898,887,2408,2770,914,903,2446,2808,,,,,,,,,,,,,2902,2441,4595,3585,2890,2480,4753,3743,2239,2092,6237,5527,672,665,3032,2968,23207.25,12081.0,12127.0,45963.333333333336,9647.0,2643.75,1740.75,1767.75,3623.6666666666665,1834.25,20605.11666666667,2322.0333333333333
0180101,21890,21890,49135,29402,9093,9093,10342,13997,9139,9139,10388,14043,,,,,,,,,,,,,46495,46495,49509,46907,46412,46412,49680,47078,37613,37613,45159,42391,6677,6677,7342,7342,1413,1405,6620,4709,810,793,1883,2977,828,809,1921,3015,,,,,,,,,,,,,2809,2364,4166,3792,2787,2401,4324,3950,2157,2016,5808,5734,651,649,2226,2226,30579.25,10631.25,10677.25,45147.0,7009.5,3536.75,1615.75,1643.25,3525.6666666666665,1438.0,20808.85,2351.883333333333
0180201,19793,19793,26780,26755,11615,11615,14347,14347,11660,11660,14393,14393,,,,,,,,,,,,,53295,51085,49416,49447,53212,51002,49587,49618,42202,42202,45141,68283,9142,9142,34932,34932,1240,1237,3147,2736,1162,1152,2885,2885,1180,1169,2923,2923,,,,,,,,,,,,,2958,2656,4090,4090,2960,2700,4248,4248,2406,2312,6332,6796,662,663,5067,5067,23280.25,12981.0,13026.5,50374.166666666664,22037.0,2090.0,2021.0,2048.75,3816.3333333333335,2864.75,24339.783333333333,2568.166666666667
0180601,21506,21506,51431,30495,11587,11587,17090,19738,11633,11633,17136,19784,,,,,,,,,,,,,48989,48989,52716,52648,48906,48906,52887,52819,40106,40106,48366,48132,4772,4772,9874,9874,1278,1275,8536,5959,1043,1059,3300,4417,1060,1076,3338,4455,,,,,,,,,,,,,3020,2614,5433,5232,3024,2660,5591,5390,2377,2283,7375,7174,409,412,3684,3982,31234.5,15000.5,15046.5,48630.833333333336,7323.0,4262.0,2454.75,2482.25,4347.75,2121.75,23447.06666666667,3133.7
0220101,12897,12897,27166,27166,14685,14685,12283,13961,37178,37178,66431,66431,,,,,,,,,,,,,27347,27347,26983,26983,27264,27264,27140,27140,8969,8969,7626,9304,8972,8972,12310,12310,988,1007,3806,3986,1281,1120,3184,3156,1994,1838,7109,6455,,,,,,,,,,,,,2312,1526,4084,4084,2290,1556,4239,4239,882,693,2439,2411,546,547,2999,3054,20031.5,13903.5,51804.5,21028.0,10641.0,2446.75,2185.25,4349.0,2562.9166666666665,1786.5,23481.7,2666.083333333333
0221601,16586,16586,34627,22261,12328,12328,14111,14111,37496,37496,59698,56587,,,,,,,,,,,,,17781,17781,19448,17038,17698,17698,19605,17209,9333,9333,12787,12787,6642,6642,8049,8119,1152,1157,3531,4713,1148,1115,3284,3524,1930,1930,6626,7226,,,,,,,,,,,,,2018,1244,3601,4101,2028,1286,3756,4259,832,806,2334,3294,627,595,1820,1915,22515.0,13219.5,47819.25,15708.166666666666,7363.0,2638.25,2267.75,4428.0,2463.25,1239.25,21324.983333333334,2607.3
0221701,15247,15247,18136,37550,8111,8111,14359,14359,36752,36752,48897,43950,,,,,,,,,,,,,23354,23354,24061,27901,23271,23271,24219,28072,5250,5250,8509,8509,13016,13016,20132,19870,1151,1169,3903,5123,932,959,2724,2724,2040,1930,7034,7054,,,,,,,,,,,,,2155,1469,5120,4831,2108,1511,5275,4989,574,594,1568,1568,823,803,4637,3761,21545.0,11235.0,41587.75,18751.75,16508.5,2836.5,1834.75,4514.5,2646.8333333333335,2506.0,21925.6,2867.7166666666667
0560101,26599,26599,30846,32780,23922,23922,32403,34337,36346,36346,89533,92692,,,,,,,,,,,,,51759,51759,50030,50384,51676,51676,50187,50187,34692,34692,41300,41300,22558,22558,25686,27619,1856,1915,5053,3573,1778,1813,5345,3728,3023,3001,6983,6753,,,,,,,,,,,,,3426,2916,3027,3052,3482,2961,3182,3214,2246,2171,3520,3492,1480,1498,4177,3015,29206.0,28646.0,63729.25,46636.833333333336,24605.25,3099.25,3166.0,4940.0,3057.4166666666665,2542.5,38564.66666666667,3361.0333333333338
1830101,13259,13259,16410,16410,12049,12049,17967,17967,33532,33532,34705,28866,,,,,,,,,,,,,50371,50371,53394,57868,50288,50288,53551,58025,33304,33304,45743,49520,9218,9218,11249,11249,1043,1074,2902,2902,1090,1170,3194,3194,2302,2332,5157,3651,,,,,,,,,,,,,3273,2670,6061,4527,3315,2713,6216,4682,1961,1889,6109,5333,672,672,2026,2026,14834.5,15008.0,32658.75,48835.583333333336,10233.5,1980.25,2162.0,3360.5,4062.4166666666665,1349.0,24314.06666666667,2582.833333333333
