Nucleo,dis_bomberos_drive_08:30,dis_bomberos_drive_11:00,dis_bomberos_transit_08:30,dis_bomberos_transit_11:00,dis_csmental_drive_08:30,dis_csmental_drive_11:00,dis_csmental_transit_08:30,dis_csmental_transit_11:00,dis_hospt2_1_drive_08:30,dis_hospt2_1_drive_11:00,dis_hospt2_1_transit_08:30,dis_hospt2_1_transit_11:00,dis_hospt2_2_drive_08:30,dis_hospt2_2_drive_11:00,dis_hospt2_2_transit_08:30,dis_hospt2_2_transit_11:00,dis_hospt2_3_drive_08:30,dis_hospt2_3_drive_11:00,dis_hospt2_3_transit_08:30,dis_hospt2_3_transit_11:00,dis_hospt2_4_drive_08:30,dis_hospt2_4_drive_11:00,dis_hospt2_4_transit_08:30,dis_hospt2_4_transit_11:00,dis_hospt3_1_drive_08:30,dis_hospt3_1_drive_11:00,dis_hospt3_1_transit_08:30,dis_hospt3_1_transit_11:00,dis_hospt3_2_drive_08:30,dis_hospt3_2_drive_11:00,dis_hospt3_2_transit_08:30,dis_hospt3_2_transit_11:00,dis_hospt3_3_drive_08:30,dis_hospt3_3_drive_11:00,dis_hospt3_3_transit_08:30,dis_hospt3_3_transit_11:00,dis_juzgados_drive_08:30,dis_juzgados_drive_11:00,dis_juzgados_transit_08:30,dis_juzgados_transit_11:00,dur_bomberos_drive_08:30,dur_bomberos_drive_11:00,dur_bomberos_transit_08:30,dur_bomberos_transit_11:00,dur_csmental_drive_08:30,dur_csmental_drive_11:00,dur_csmental_transit_08:30,dur_csmental_transit_11:00,dur_hospt2_1_drive_08:30,dur_hospt2_1_drive_11:00,dur_hospt2_1_transit_08:30,dur_hospt2_1_transit_11:00,dur_hospt2_2_drive_08:30,dur_hospt2_2_drive_11:00,dur_hospt2_2_transit_08:30,dur_hospt2_2_transit_11:00,dur_hospt2_3_drive_08:30,dur_hospt2_3_drive_11:00,dur_hospt2_3_transit_08:30,dur_hospt2_3_transit_11:00,dur_hospt2_4_drive_08:30,dur_hospt2_4_drive_11:00,dur_hospt2_4_transit_08:30,dur_hospt2_4_transit_11:00,dur_hospt3_1_drive_08:30,dur_hospt3_1_drive_11:00,dur_hospt3_1_transit_08:30,dur_hospt3_1_transit_11:00,dur_hospt3_2_drive_08:30,dur_hospt3_2_drive_11:00,dur_hospt3_2_transit_08:30,dur_hospt3_2_transit_11:00,dur_hospt3_3_drive_08:30,dur_hospt3_3_drive_11:00,dur_hospt3_3_transit_08:30,dur_hospt3_3_transit_11:00,dur_juzgados_drive_08:30,dur_juzgados_drive_11:00,dur_juzgados_transit_08:30,dur_juzgados_transit_11:00,mean_dis_bomberos,mean_dis_csmental,mean_dis_hospt2,mean_dis_hospt3,mean_dis_juzgados,mean_dur_bomberos,mean_dur_csmental,mean_dur_hospt2,mean_dur_hospt3,mean_dur_juzgados,mean_dis_all,mean_dur_all
1370101,15741,15741,15651,15651,16762,16762,18469,18421,14331,14331,13848,13848,23415,23415,22131,22131,,,,,,,,,,,,,,,,,,,,,18080,18080,17338,17756,1267,1307,2029,2029,1044,1006,3129,2953,935,911,2561,2561,1328,1264,3697,3817,,,,,,,,,,,,,,,,,,,,,1062,1058,2911,3153,15696.0,17603.5,18431.25,,17813.5,1658.0,2033.0,2134.25,,2046.0,17386.0625,1967.8125
1720501,5380,5380,4771,7945,6078,6078,4389,9579,19448,19448,10346,13934,13766,13766,14214,17657,,,,,,,,,,,,,,,,,,,,,9078,9078,12946,12946,657,664,2612,1608,739,732,3518,2565,1081,1048,3137,2553,909,876,4391,3267,,,,,,,,,,,,,,,,,,,,,782,773,2841,2841,5869.0,6531.0,15322.375,,11012.0,1385.25,1888.5,2157.75,,1809.25,9683.59375,1810.1875
1720901,7282,7282,7480,13288,7980,7980,9114,14922,19114,19114,13055,19277,13432,13432,16924,23000,,,,,,,,,,,,,,,,,,,,,14746,14746,12859,18290,770,744,2132,2217,849,822,3089,3174,1078,1034,2657,3162,907,872,3911,3876,,,,,,,,,,,,,,,,,,,,,787,772,4025,3450,8833.0,9999.0,17168.5,,15160.25,1465.75,1983.5,2187.125,,2258.5,12790.1875,1973.71875
1720301,6082,6082,6663,6663,6780,6780,8297,8297,14140,14140,13854,12238,11790,11790,17852,17650,,,,,,,,,,,,,,,,,,,,,9780,9780,11287,11665,695,663,1509,1509,768,727,2466,2466,1152,1077,2574,2034,967,921,3597,3588,,,,,,,,,,,,,,,,,,,,,816,777,3709,3162,6372.5,7538.5,14181.75,,10628.0,1094.0,1606.75,1988.75,,2116.0,9680.1875,1701.375
1720201,5104,5104,5311,5311,5802,5802,6945,6945,13161,13161,12501,10886,10811,10811,16499,14754,,,,,,,,,,,,,,,,,,,,,8801,8801,9935,9497,585,546,1433,1433,670,630,2390,2390,1055,975,2498,1958,868,829,3521,3092,,,,,,,,,,,,,,,,,,,,,717,677,3633,3088,5207.5,6373.5,12823.0,,9258.5,999.25,1520.0,1849.5,,2028.75,8415.625,1599.375
1720601,9414,9414,19919,19919,10112,10112,21553,24181,17471,17471,25328,25908,15121,15121,31107,30114,,,,,,,,,,,,,,,,,,,,,13111,13111,25535,25109,903,870,2566,2566,992,935,3523,3161,1380,1290,3203,3751,1184,1137,4774,4171,,,,,,,,,,,,,,,,,,,,,1025,971,4609,3979,14666.5,16489.5,22205.125,,19216.5,1726.25,2152.75,2611.25,,2646.0,18144.40625,2284.0625
1721001,10594,10594,20885,20885,11292,11292,22519,25147,18651,18651,26294,26874,16301,16301,32073,31080,,,,,,,,,,,,,,,,,,,,,14291,14291,26501,26075,1015,979,3310,3310,1096,1039,4267,3905,1487,1400,3947,4495,1295,1244,5518,4915,,,,,,,,,,,,,,,,,,,,,1133,1089,5353,4723,15739.5,17562.5,23278.125,,20289.5,2153.5,2576.75,3037.625,,3074.5,19217.40625,2710.59375
1720801,12364,12364,22830,22830,13061,13061,24464,27092,20421,20421,28239,28819,18071,18071,34018,33025,,,,,,,,,,,,,,,,,,,,,16061,16061,28446,28020,1187,1146,4804,4804,1263,1209,5761,5399,1637,1556,5441,5989,1455,1407,7012,6409,,,,,,,,,,,,,,,,,,,,,1313,1255,6847,6217,17597.0,19419.5,25135.625,,22147.0,2985.25,3408.0,3863.25,,3908.0,21074.78125,3541.125
0070601,6539,6539,7824,7824,5568,5568,3956,3956,4898,4898,4517,4517,3655,4737,3920,3920,5113,5113,2848,2848,7977,7977,10313,10313,,,,,,,,,,,,,4340,4340,2452,2452,802,849,2379,2379,682,656,1353,1347,827,852,1537,1537,553,598,1262,1262,612,628,1107,1110,606,603,2795,2855,,,,,,,,,,,,,558,546,1278,1265,7181.5,4762.0,5472.75,,3396.0,1602.25,1009.5,1171.5,,911.75,5203.0625,1173.75
0070101,3760,3760,2953,2859,3146,3146,2211,2211,6331,6331,8775,8775,1971,1971,2217,2217,6014,6014,6079,6207,9410,9410,15218,15218,,,,,,,,,,,,,2296,2296,2551,1858,652,678,1351,1381,533,553,1625,1625,1014,1039,2291,2351,356,356,898,898,781,796,2441,2071,767,755,2727,2787,,,,,,,,,,,,,391,409,1296,1498,3333.0,2678.5,7009.875,,2250.25,1015.5,1084.0,1395.5,,898.5,3817.90625,1098.375
0070201,6161,6161,11738,11427,5405,5405,6697,6697,7364,7364,14936,14173,5604,5604,6664,6664,4346,4346,12057,11597,10322,10322,20616,20616,,,,,,,,,,,,,4700,4700,5952,7240,712,721,3163,2552,569,573,2035,1922,937,937,3473,2769,618,595,1355,1215,528,513,2831,2965,658,628,3277,3205,,,,,,,,,,,,,434,411,1833,1962,8871.75,6051.0,10162.1875,,5648.0,1787.0,1274.75,1656.5,,1160.0,7683.234375,1469.5625
0070401,8557,8557,12780,12808,7988,7988,13587,12959,21102,21102,23049,22495,9756,9756,15867,19809,13305,13305,17624,18459,20086,20086,29492,34323,,,,,,,,,,,,,6452,6452,10573,10433,657,660,2476,2597,510,521,2807,2605,1159,1145,4050,4263,736,728,3098,3012,840,850,4037,4136,1026,1025,4486,5020,,,,,,,,,,,,,613,612,2397,2338,10675.5,10630.5,19351.0,,8477.5,1597.5,1610.75,2475.6875,,1490.0,12283.625,1793.484375
0070701,8901,8901,13660,13660,8332,8332,13811,13811,21446,21446,23929,23347,10100,10100,15257,15247,13649,13649,19311,19311,20172,20172,30372,30372,,,,,,,,,,,,,7166,7166,11453,11483,742,721,2420,2510,603,588,2878,2518,1257,1215,3994,4176,824,788,3034,3390,927,918,4169,4049,1090,1076,4430,4580,,,,,,,,,,,,,617,602,2341,2454,11280.5,11071.5,19242.5,,9317.0,1598.25,1646.75,2494.8125,,1503.5,12727.875,1810.828125
0150101,11658,11658,18594,18594,15154,15154,15890,15883,8600,8600,11013,11013,18732,18732,18674,19217,14073,14073,15638,15631,14167,14167,14668,17262,,,,,,,,,,,,,16938,16938,13132,13132,801,825,2965,2965,1057,992,2751,2759,938,866,1636,1636,1105,1052,2735,2974,984,963,2382,2382,781,791,2105,2557,,,,,,,,,,,,,1012,961,2295,2502,15126.0,15520.25,14641.25,,15035.0,1889.0,1889.75,1617.9375,,1692.5,15080.625,1772.296875
0150301,14156,14156,17759,18010,14876,14876,18986,18487,13142,13142,10429,10429,19119,19119,18634,18634,16571,16571,15604,15174,20120,20120,20737,20737,,,,,,,,,,,,,17277,17277,15763,15763,1450,1448,5377,4777,1600,1608,5187,5205,1576,1499,3448,3448,1833,1783,4786,4786,1653,1587,4406,4494,1758,1796,4617,4617,,,,,,,,,,,,,1710,1583,4746,4746,16020.25,16806.25,16767.625,,16520.0,3263.0,3400.0,3005.4375,,3196.25,16528.53125,3216.171875
0150201,11942,11942,14119,13906,8765,8765,8630,11649,5453,5453,6538,6779,11612,11612,14199,14983,9065,9065,11163,11397,16716,16716,13606,13847,,,,,,,,,,,,,7356,7356,8718,8898,835,810,3000,2332,1028,955,2587,2895,630,559,1478,1772,958,903,2770,3110,780,709,2417,2518,1071,998,2974,3328,,,,,,,,,,,,,1006,997,2348,2638,12977.25,9452.25,11137.75,,8082.0,1744.25,1866.25,1685.9375,,1747.25,10412.3125,1760.921875
1780101,15536,15536,15546,17373,15551,15551,15562,16555,28926,28926,28140,29967,35545,35545,35801,35651,28524,28524,32742,34569,36369,36369,38431,40258,,,,,,,,,,,,,14243,14243,52795,34519,1088,1148,1972,2079,1123,1177,2268,2002,1612,1628,3516,3560,1691,1687,4464,4909,1551,1581,3812,3837,1679,1702,5169,5201,,,,,,,,,,,,,878,864,5304,3709,15997.75,15804.75,33392.9375,,28950.0,1571.75,1642.5,2974.9375,,2688.75,23536.359375,2219.484375
1330401,53214,53214,71510,89041,53229,53229,72296,74351,55501,55501,55726,59297,62120,62120,57621,57874,55099,55099,54183,59182,62944,62944,64855,71664,,,,,,,,,,,,,2987,2987,3662,2737,2777,2819,6916,7174,2804,2860,7292,6509,2991,3059,5712,5708,3077,3083,5082,5085,2941,2981,4435,6266,3065,3099,6692,6878,,,,,,,,,,,,,367,364,1485,1544,66744.75,63276.25,59483.125,,3093.25,4921.5,4866.25,4384.625,,940.0,48149.34375,3778.09375
1330201,60918,60918,84623,88473,60933,60933,85446,73783,63205,63205,64705,58729,69824,69824,57358,57359,62803,62803,71116,57253,70648,70648,71148,71149,,,,,,,,,,,,,10691,10691,3145,2336,3412,3518,7613,6774,3441,3548,7762,6109,3681,3751,6037,5308,3716,3763,4680,4680,3622,3709,6452,4238,3719,3815,6473,6473,,,,,,,,,,,,,1084,1068,1080,1764,73733.0,70273.75,65111.0625,,6715.75,5329.25,5215.0,4632.3125,,1249.0,53958.390625,4106.390625
1330301,49491,49491,83374,87739,49506,49506,84197,73049,51778,51778,63456,57995,58397,58397,56109,60237,51376,51376,69867,56516,59221,59221,69899,69899,,,,,,,,,,,,,5032,5032,1897,1920,2697,2762,7409,6531,2718,2785,7558,5866,2958,3008,5833,5065,2983,3016,4476,4222,2887,2923,6248,7382,3013,3051,6269,6269,,,,,,,,,,,,,564,551,876,908,67523.75,64064.5,59095.125,,3470.25,4849.75,4731.75,4350.1875,,724.75,48538.40625,3664.109375
1330101,49522,49522,76632,63931,49537,49537,77455,64758,51809,51809,56714,51174,58428,58428,49367,53415,51407,51407,63125,67299,59252,59252,63157,67205,,,,,,,,,,,,,8989,8989,7797,7454,2721,2802,6896,7686,2752,2850,7045,7871,2956,3046,5320,5917,3033,3065,3963,4445,2899,2954,5735,5986,3026,3086,5756,6211,,,,,,,,,,,,,839,856,1388,1291,59901.75,60321.75,57078.0,,8307.25,5026.25,5129.5,4212.375,,1093.5,46402.1875,3865.40625
0730101,5769,5769,6557,6485,5725,5725,5530,5530,9179,9179,18151,20433,12364,12364,22306,22306,13887,13887,23325,25181,6846,6846,8129,8129,,,,,,,,,,,,,7163,7163,9261,9261,697,700,1742,1507,636,654,1254,1211,949,993,3611,3831,942,847,3696,3708,962,905,4462,4164,429,409,1572,1572,,,,,,,,,,,,,432,423,2664,2544,6145.0,5627.5,14532.0,,8212.0,1161.5,938.75,2065.75,,1515.75,8629.125,1420.4375
1280201,50943,50943,50929,50878,50958,50958,49708,49657,69227,69227,64575,64524,75846,75846,70260,72185,68825,68825,68877,68826,76669,76669,74867,74816,,,,,,,,,,,,,16713,16713,43967,43967,3107,3219,6246,6724,3130,3267,6116,6176,3544,3590,7003,7111,3594,3615,8348,8576,3495,3525,7606,7719,3628,3652,8586,8699,,,,,,,,,,,,,938,924,3309,3309,50923.25,50320.25,71254.0,,30340.0,4824.0,4672.25,5768.1875,,2120.0,50709.375,4346.109375
1280101,52450,52450,53753,52930,52465,52465,52532,51709,65628,65628,67399,66576,72246,72246,73084,74237,65226,65226,71701,70878,73070,73070,77691,76868,,,,,,,,,,,,,13113,13113,46019,46019,3225,3374,6803,8458,3255,3445,6673,7910,3530,3630,7560,8845,3669,3714,8905,10310,3473,3535,8163,9453,3599,3663,9143,10433,,,,,,,,,,,,,956,961,5043,5043,52895.75,52292.75,70673.375,,29566.0,5465.0,5320.75,6351.5625,,3000.75,51356.96875,5034.515625
1750101,17405,17405,18662,20488,17421,17421,18678,19671,31868,31868,31256,33083,38487,38487,38917,38767,31466,31466,35858,37685,39311,39311,41547,43374,,,,,,,,,,,,,12102,12102,55911,37635,1182,1193,2467,2552,1221,1234,2763,2475,1644,1688,4011,4033,1735,1759,4959,5382,1588,1635,4307,4310,1720,1756,5664,5674,,,,,,,,,,,,,728,711,5799,4182,18490.0,18297.75,36421.9375,,29437.5,1848.5,1923.25,3241.5625,,2855.0,25661.796875,2467.078125
1711101,37654,37654,30484,30484,37670,37670,29263,29263,50017,50017,44130,44130,55994,55994,49814,51684,53446,53446,48431,48431,60353,60353,54421,54421,,,,,,,,,,,,,27920,27920,12771,12771,2306,2379,3410,3401,2350,2404,3354,3217,2930,2962,4349,4125,3189,3201,5472,5604,3015,3011,4963,4730,3207,3264,5943,5710,,,,,,,,,,,,,1767,1760,1714,1662,34069.0,33466.5,52192.625,,20345.5,2874.0,2831.25,4104.6875,,1725.75,35018.40625,2883.921875
1710802,30935,30935,29564,30065,30950,30950,28599,28844,43298,43298,43466,43711,49275,49275,49150,51372,46727,46727,47919,48012,53634,54378,53757,54002,,,,,,,,,,,,,21437,21437,12352,12352,1838,1902,3510,3028,1875,1935,2556,2844,2475,2515,3285,3752,2762,2781,4674,5348,2553,2579,3870,4357,2764,2881,4790,5337,,,,,,,,,,,,,1275,1279,1336,1336,30374.75,29835.75,48625.0625,,16894.5,2569.5,2302.5,3545.1875,,1306.5,31432.515625,2430.921875
1710301,35192,35192,34722,34978,35207,35207,33757,33757,47555,47555,48624,48624,53532,53532,56285,56285,50984,50984,52925,52925,58636,58636,58915,58915,,,,,,,,,,,,,17518,17518,17265,17265,2125,2216,3919,3457,2163,2246,3464,3273,2757,2816,4425,4181,3028,3041,5744,5803,2849,2884,5037,4786,3128,3173,6017,5766,,,,,,,,,,,,,1031,1016,1791,1791,35021.0,34482.0,53432.0,,17391.5,2929.25,2786.5,4089.6875,,1407.25,35081.625,2803.171875
0580102,2990,2990,3086,3086,2179,2179,1175,1175,13831,13831,10068,10068,15070,15070,17543,17543,16593,16593,13638,13638,6814,6814,3767,5475,,,,,,,,,,,,,6697,6697,8189,8189,444,458,1064,1064,321,333,983,983,1255,1259,2812,2872,991,961,3484,3544,1018,1033,3559,3619,632,615,1480,2647,,,,,,,,,,,,,409,414,2834,2834,3038.0,1677.0,12272.25,,7443.0,757.5,655.0,1986.3125,,1622.75,6107.5625,1255.390625
0580501,5427,5427,4925,4925,4728,4728,7080,4716,6809,6809,5358,5358,8048,8048,12833,12833,9571,9571,8927,8927,3741,3741,3092,3092,,,,,,,,,,,,,4010,4010,3605,3605,605,631,1679,1739,626,537,2381,1781,956,930,1716,1776,747,663,2388,2448,762,729,2463,2523,340,350,1382,1442,,,,,,,,,,,,,375,384,1569,1569,5176.0,5313.0,7297.375,,3807.5,1163.5,1331.25,1350.9375,,974.25,5398.46875,1204.984375
0580503,6635,6635,7610,7610,2265,2265,2476,2476,4347,4347,4803,11322,5741,5741,9257,8414,7264,7264,6829,6912,4949,4949,7087,11103,,,,,,,,,,,,,2581,2581,2891,2891,684,674,1987,1987,444,407,1104,997,793,808,2090,2117,586,534,2399,2316,618,616,2046,1772,424,403,2308,2421,,,,,,,,,,,,,437,424,1032,876,7122.5,2370.5,6895.5625,,2736.0,1333.0,738.0,1390.6875,,692.25,4781.140625,1038.484375
0310501,61959,61959,54340,54340,56748,61974,53119,53119,64247,64247,67986,67986,70865,70865,73671,73671,63844,63844,72288,72288,71689,71689,78278,78278,,,,,,,,,,,,,11732,11732,47255,47255,3169,3239,6949,6960,3301,3273,6819,6819,3384,3467,7706,7706,3523,3574,9051,8871,3326,3400,8309,8309,3469,3524,9289,9289,,,,,,,,,,,,,795,801,4064,4064,58149.5,56240.0,70358.5,,29493.5,5079.25,5053.0,6012.3125,,2431.0,53560.375,4643.890625
0310101,45830,45830,45593,45593,45845,45845,44628,44628,60984,60984,59495,59495,67602,67602,67156,67156,60582,60582,63797,64115,68426,68426,69786,69786,,,,,,,,,,,,,14742,14742,28137,28137,2776,2850,5147,5188,2797,2890,4692,4613,3407,3438,5653,5548,3504,3489,6972,7013,3364,3395,6265,6060,3499,3522,7245,7136,,,,,,,,,,,,,936,916,2914,2914,45711.5,45236.5,64748.375,,21439.5,3990.25,3748.0,4969.375,,1920.0,44283.96875,3656.90625
0510101,27169,27169,47466,59349,27184,27184,49994,38378,36498,36498,35066,39270,43116,43116,37214,41657,36095,36095,33524,39155,43940,43940,51004,55301,,,,,,,,,,,,,22086,22086,68151,70008,1723,1790,5487,5942,1759,1822,5810,6017,1883,1916,4301,4756,1956,1964,3674,4038,1816,1851,3024,5014,1934,1972,5467,5950,,,,,,,,,,,,,1299,1339,8152,6995,40288.25,35685.0,40718.0625,,45582.75,3735.5,3852.0,3219.75,,4446.25,40568.515625,3813.375
0510201,36134,36134,52337,70499,36150,36150,53123,55810,38422,38422,36552,40756,45040,45040,38447,38700,38020,38020,35010,40641,45864,45864,45682,52490,,,,,,,,,,,,,26192,26192,56498,71494,1750,1795,6725,7338,1790,1832,7101,6673,1980,2024,5521,5872,2058,2067,4891,4894,1927,1960,4244,6430,2042,2075,6501,6687,,,,,,,,,,,,,1494,1502,7692,6988,48776.0,45308.25,41435.625,,45094.0,4402.0,4349.0,3823.3125,,4419.0,45153.46875,4248.328125
1090101,45523,45523,64239,82225,45538,45538,65025,67535,47811,47811,48454,52481,54429,54429,50350,50602,47409,47409,46912,52366,55253,55253,57584,64392,,,,,,,,,,,,,4718,4718,7248,7248,2301,2361,6377,6737,2324,2383,6753,6072,2522,2596,5173,5271,2606,2618,4543,4546,2491,2559,3896,5829,2634,2687,6153,6339,,,,,,,,,,,,,384,392,2207,1715,59377.5,55909.0,52059.0625,,5983.0,4444.0,4383.0,3903.9375,,1174.5,43332.140625,3476.359375
0370102,51022,51022,50807,50807,51037,51037,49842,49842,63385,63385,64709,64709,69362,69362,72370,72370,66814,66814,69010,69329,78763,78763,75000,75000,,,,,,,,,,,,,18806,18806,33350,33350,3113,3225,4948,4977,3129,3266,4493,4402,3727,3823,5454,5337,3970,4052,6773,6802,3820,3894,6066,5849,3867,3990,7046,6925,,,,,,,,,,,,,1204,1246,2683,2683,50914.5,50439.5,69946.5625,,26078.0,4065.75,3822.5,5087.1875,,1954.0,49344.640625,3732.359375
1810501,10029,10029,11904,11904,7594,7594,9442,9442,7604,7604,9992,9992,13580,13580,16800,58101,11033,11033,14744,25727,18684,18684,17060,17060,,,,,,,,,,,,,11738,11738,16726,31584,815,764,3166,3484,682,690,1577,1577,766,714,3070,3319,1013,976,4636,3979,833,785,4344,3926,1126,1073,4566,4875,,,,,,,,,,,,,915,788,4596,5977,10966.5,8518.0,16954.875,,17946.5,2057.25,1131.5,2500.0625,,3069.0,13596.46875,2189.453125
1810101,7556,7556,6575,6575,10257,10257,9717,15868,8150,8150,7709,7709,8174,8174,10283,10283,4821,4821,9692,15216,12665,12665,24235,24235,,,,,,,,,,,,,3400,3400,2228,2228,820,812,2342,2342,954,914,3229,3564,974,953,2598,2598,891,863,1907,1668,716,722,2516,3418,870,849,3829,3658,,,,,,,,,,,,,417,398,1843,1843,7065.5,11524.75,11061.375,,2814.0,1579.0,2165.25,1814.375,,1125.25,8116.40625,1670.96875
1810201,10825,10825,11390,11390,12404,12404,14531,14531,11419,11419,12524,12524,14524,14524,18435,18435,11017,11017,12421,17269,18861,18861,21441,21441,,,,,,,,,,,,,6132,6132,7300,7300,966,986,3050,3050,1262,1314,3937,3937,1113,1136,3306,3306,1229,1233,2801,3353,1056,1079,3564,4464,1200,1217,4803,4863,,,,,,,,,,,,,530,540,2258,2258,11107.5,13467.5,15383.25,,6716.0,2013.0,2612.5,2482.6875,,1396.5,11668.5625,2126.171875
1810301,9650,9650,9112,9112,11229,11229,12253,17933,10243,10243,10334,10246,16862,16862,16063,12107,9841,9841,10130,10130,17686,17686,18737,26622,,,,,,,,,,,,,4957,4957,5022,5208,742,772,3401,3401,1035,1093,4288,5393,896,914,3752,3657,986,972,3545,3100,836,858,3514,3514,977,997,4875,5108,,,,,,,,,,,,,314,329,2625,2901,9381.0,13161.0,13977.0625,,5036.0,2079.0,2952.25,2406.3125,,1542.25,10388.765625,2244.953125
0990301,42777,42777,60894,69144,42792,42792,61680,48174,45064,45064,45109,49065,51683,51683,47005,51452,44662,44662,43567,48950,52507,52507,54239,65096,,,,,,,,,,,,,8366,8366,9984,9984,2084,2120,5752,6252,2106,2152,6128,6327,2323,2381,4548,5066,2405,2404,3918,4348,2280,2319,3271,5324,2421,2445,5528,6260,,,,,,,,,,,,,532,512,2391,1585,53898.0,48859.5,49519.6875,,9175.0,4052.0,4178.25,3577.5625,,1255.0,40363.046875,3265.703125
0990401,40946,40946,62414,80328,40961,40961,63200,65638,43234,43234,46629,50584,49852,49852,48525,48780,42831,42831,45087,50469,50676,50676,55759,62570,,,,,,,,,,,,,9891,9891,11503,11862,2058,2115,7156,7712,2096,2150,7532,7047,2308,2369,5952,6246,2404,2417,5322,5325,2235,2277,4675,6804,2357,2407,6932,7118,,,,,,,,,,,,,753,721,3795,3110,56158.5,52690.0,48849.3125,,10786.75,4760.25,4706.25,4196.75,,2094.75,42121.140625,3939.5
0990501,40720,40720,67313,67313,40735,40735,68136,68136,43008,43008,47395,47395,49626,49626,40048,40048,42605,42605,53806,53806,50450,50450,53838,53838,,,,,,,,,,,,,30778,30778,85715,72926,1987,2034,6149,6149,2020,2063,6298,6298,2233,2286,4573,4573,2327,2330,3216,3216,2158,2181,4988,4988,2278,2318,5009,5009,,,,,,,,,,,,,1745,1758,7222,5269,54016.5,54435.5,47597.0,,55049.25,4079.75,4169.75,3355.1875,,3998.5,52774.5625,3900.796875
0990101,40096,40096,67429,67429,40111,40111,68252,68252,42384,42384,47511,47511,49002,49002,40164,40164,41982,41982,53922,53922,49826,49826,53954,53954,,,,,,,,,,,,,30154,30154,85831,73042,1971,2031,6249,6249,1994,2054,6398,6398,2209,2268,4673,4673,2276,2300,3316,3316,2141,2176,5088,5088,2273,2316,5109,5109,,,,,,,,,,,,,1706,1734,7322,5369,53762.5,54181.5,47343.125,,54795.25,4125.0,4211.0,3395.6875,,4032.75,52520.59375,3941.109375
0990201,36793,36793,50312,67893,36808,36808,52840,41309,39080,39080,37912,42200,45699,45699,40060,40060,38678,38678,36370,42085,46522,46522,53850,53850,,,,,,,,,,,,,26850,26850,70997,72938,1663,1716,5047,5444,1705,1749,5370,5550,1900,1951,3861,4289,1987,2013,3234,3234,1840,1896,2584,4547,1974,2019,5027,5027,,,,,,,,,,,,,1408,1432,7712,6528,47947.75,41941.25,42896.5625,,49408.75,3467.5,3593.5,2961.4375,,4270.0,45548.578125,3573.109375
1410601,7444,7444,7583,7583,7459,7459,7600,7600,19271,19271,20177,20177,27871,27871,38230,58750,20851,20851,24780,24780,28695,28695,53345,30468,,,,,,,,,,,,,15966,15966,37180,25787,537,569,1059,1059,574,596,1355,1355,1332,1304,2603,2603,1523,1499,3622,3552,1365,1369,2899,2899,1500,1503,5313,4256,,,,,,,,,,,,,852,834,4507,4651,7513.5,7529.5,29005.1875,,23724.75,806.0,970.0,2446.375,,2711.0,16943.234375,1733.34375
1410701,9394,9394,11199,13170,9297,9297,11171,12094,21231,21231,27027,25506,27849,27849,37473,25093,20828,20828,29462,30109,28673,28673,37318,35797,,,,,,,,,,,,,15944,15944,32637,17343,713,733,2889,3819,732,742,2625,3738,1451,1431,4311,5296,1558,1526,5013,6846,1395,1393,5114,5573,1529,1521,5876,6937,,,,,,,,,,,,,879,860,5660,6148,10789.25,10464.75,27809.1875,,20467.0,2038.5,1959.25,3548.125,,3386.75,17382.546875,2733.15625
1410101,11530,11530,12008,13835,11545,11545,12024,13017,23357,23357,24602,26429,31805,31805,32263,32113,24784,24784,29204,31031,32628,32628,34893,36720,,,,,,,,,,,,,19631,19631,49257,30981,862,893,2165,2292,894,915,2461,2215,1668,1618,3709,3773,1806,1783,4657,5122,1666,1654,4005,4050,1798,1780,5362,5414,,,,,,,,,,,,,1251,1271,5497,3922,12225.75,12032.75,29525.1875,,29875.0,1553.0,1621.25,3116.5625,,2985.25,20914.671875,2319.015625
1410403,8493,8493,9699,10989,8396,8396,9637,10736,20163,20163,22035,23325,26781,26781,35829,35829,19761,19761,26638,27928,27605,27605,50944,33617,,,,,,,,,,,,,14876,14876,34778,33785,591,617,2346,1660,612,618,1332,1948,1310,1304,3893,3439,1417,1381,3388,3628,1262,1258,4189,3821,1396,1392,5079,5125,,,,,,,,,,,,,744,717,4273,5572,9418.5,9291.25,27797.8125,,24578.75,1303.5,1127.5,2705.125,,2826.5,17771.578125,1990.65625
1410402,11027,11027,10683,12008,10931,10931,10655,11755,22698,22698,26512,24344,29316,29316,36871,36871,22295,22295,28947,28947,30140,30140,36803,34635,,,,,,,,,,,,,17411,17411,32122,34804,924,970,1944,2025,940,978,1680,2313,1649,1681,3366,3804,1744,1736,4504,4504,1591,1621,4186,4186,1718,1748,4931,5490,,,,,,,,,,,,,1068,1077,4715,5937,11186.25,11068.0,28926.75,,25437.0,1465.75,1477.75,3028.6875,,3199.25,19154.5,2292.859375
0080701,26137,26137,24972,25610,26152,26152,24147,24389,38500,38500,39013,39256,44477,44477,44698,46917,41929,41929,43466,43557,48836,49580,49305,49547,,,,,,,,,,,,,21054,21054,7621,7897,1662,1721,3854,3625,1698,1750,3220,3441,2292,2335,3949,4349,2570,2594,5338,5934,2364,2398,4534,4954,2585,2681,5514,5934,,,,,,,,,,,,,1217,1253,1833,1886,25714.0,25210.0,43999.1875,,14406.5,2715.5,2527.25,3770.3125,,1547.25,27332.421875,2640.078125
