X,Y,CMUN,CDENTIDAD,CDNUCLEO,CDTNUCLEO,ETIQUETA,DESCR,BUSCA,POB,PART_JUD,COD,lng,lat,dis_bomberos_drive_08:30,dis_bomberos_drive_11:00,dis_bomberos_transit_08:30,dis_bomberos_transit_11:00,dis_csmental_drive_08:30,dis_csmental_drive_11:00,dis_csmental_transit_08:30,dis_csmental_transit_11:00,dis_hospt2_1_drive_08:30,dis_hospt2_1_drive_11:00,dis_hospt2_1_transit_08:30,dis_hospt2_1_transit_11:00,dis_hospt2_2_drive_08:30,dis_hospt2_2_drive_11:00,dis_hospt2_2_transit_08:30,dis_hospt2_2_transit_11:00,dis_hospt2_3_drive_08:30,dis_hospt2_3_drive_11:00,dis_hospt2_3_transit_08:30,dis_hospt2_3_transit_11:00,dis_hospt2_4_drive_08:30,dis_hospt2_4_drive_11:00,dis_hospt2_4_transit_08:30,dis_hospt2_4_transit_11:00,dis_hospt3_1_drive_08:30,dis_hospt3_1_drive_11:00,dis_hospt3_1_transit_08:30,dis_hospt3_1_transit_11:00,dis_hospt3_2_drive_08:30,dis_hospt3_2_drive_11:00,dis_hospt3_2_transit_08:30,dis_hospt3_2_transit_11:00,dis_hospt3_3_drive_08:30,dis_hospt3_3_drive_11:00,dis_hospt3_3_transit_08:30,dis_hospt3_3_transit_11:00,dis_juzgados_drive_08:30,dis_juzgados_drive_11:00,dis_juzgados_transit_08:30,dis_juzgados_transit_11:00,dur_bomberos_drive_08:30,dur_bomberos_drive_11:00,dur_bomberos_transit_08:30,dur_bomberos_transit_11:00,dur_csmental_drive_08:30,dur_csmental_drive_11:00,dur_csmental_transit_08:30,dur_csmental_transit_11:00,dur_hospt2_1_drive_08:30,dur_hospt2_1_drive_11:00,dur_hospt2_1_transit_08:30,dur_hospt2_1_transit_11:00,dur_hospt2_2_drive_08:30,dur_hospt2_2_drive_11:00,dur_hospt2_2_transit_08:30,dur_hospt2_2_transit_11:00,dur_hospt2_3_drive_08:30,dur_hospt2_3_drive_11:00,dur_hospt2_3_transit_08:30,dur_hospt2_3_transit_11:00,dur_hospt2_4_drive_08:30,dur_hospt2_4_drive_11:00,dur_hospt2_4_transit_08:30,dur_hospt2_4_transit_11:00,dur_hospt3_1_drive_08:30,dur_hospt3_1_drive_11:00,dur_hospt3_1_transit_08:30,dur_hospt3_1_transit_11:00,dur_hospt3_2_drive_08:30,dur_hospt3_2_drive_11:00,dur_hospt3_2_transit_08:30,dur_hospt3_2_transit_11:00,dur_hospt3_3_drive_08:30,dur_hospt3_3_drive_11:00,dur_hospt3_3_transit_08:30,dur_hospt3_3_transit_11:00,dur_juzgados_drive_08:30,dur_juzgados_drive_11:00,dur_juzgados_transit_08:30,dur_juzgados_transit_11:00,mean_dis_all,mean_dis_bomberos_all,mean_dis_bomberos_drive,mean_dis_bomberos_transit,mean_dis_csmental_all,mean_dis_csmental_drive,mean_dis_csmental_transit,mean_dis_drive,mean_dis_hospt2_all,mean_dis_hospt2_drive,mean_dis_hospt2_transit,mean_dis_hospt3_all,mean_dis_hospt3_drive,mean_dis_hospt3_transit,mean_dis_juzgados_all,mean_dis_juzgados_drive,mean_dis_juzgados_transit,mean_dis_transit,mean_dur_all,mean_dur_bomberos_all,mean_dur_bomberos_drive,mean_dur_bomberos_transit,mean_dur_csmental_all,mean_dur_csmental_drive,mean_dur_csmental_transit,mean_dur_drive,mean_dur_hospt2_all,mean_dur_hospt2_drive,mean_dur_hospt2_transit,mean_dur_hospt3_all,mean_dur_hospt3_drive,mean_dur_hospt3_transit,mean_dur_juzgados_all,mean_dur_juzgados_drive,mean_dur_juzgados_transit,mean_dur_transit,weigh_mean_dis_all,weigh_mean_dis_bomberos_all,weigh_mean_dis_bomberos_drive,weigh_mean_dis_bomberos_transit,weigh_mean_dis_csmental_all,weigh_mean_dis_csmental_drive,weigh_mean_dis_csmental_transit,weigh_mean_dis_drive,weigh_mean_dis_hospt2_all,weigh_mean_dis_hospt2_drive,weigh_mean_dis_hospt2_transit,weigh_mean_dis_hospt3_all,weigh_mean_dis_hospt3_drive,weigh_mean_dis_hospt3_transit,weigh_mean_dis_juzgados_all,weigh_mean_dis_juzgados_drive,weigh_mean_dis_juzgados_transit,weigh_mean_dis_transit,weigh_mean_dur_all,weigh_mean_dur_bomberos_all,weigh_mean_dur_bomberos_drive,weigh_mean_dur_bomberos_transit,weigh_mean_dur_csmental_all,weigh_mean_dur_csmental_drive,weigh_mean_dur_csmental_transit,weigh_mean_dur_drive,weigh_mean_dur_hospt2_all,weigh_mean_dur_hospt2_drive,weigh_mean_dur_hospt2_transit,weigh_mean_dur_hospt3_all,weigh_mean_dur_hospt3_drive,weigh_mean_dur_hospt3_transit,weigh_mean_dur_juzgados_all,weigh_mean_dur_juzgados_drive,weigh_mean_dur_juzgados_transit,weigh_mean_dur_transit
460618.799788809,4478292.2148966,"148","01","01","1480101",Torrejón de Ardoz,Torrejón de Ardoz,Torrejón de Ardoz Núcleo,"139715","2","2",-3.4644480341,40.4543593662,1383,1383,1031,1031,1642,1642,1620,3127,13377,13377,15641,16078,2973,2973,5712,3287,,,,,,,,,,,,,,,,,,,,,3198,3198,3972,3725,265,246,835,835,294,316,1367,1379,914,904,3822,3959,455,482,2196,1581,,,,,,,,,,,,,,,,,,,,,465,436,1358,1394,5018.5,1207,1383,1031,2007.75,1642,2373.5,4514.6,9177.25,8175,10179.5,,,,3523.25,3198,3848.5,5522.4,1175.15,545.25,255.5,835,839,305,1373,477.7,1789.125,688.75,2889.5,,,,913.25,450.5,1376,1872.6,701159727.5,168636005,193225845,144046165,280512791.25,229412030,331613552.5,630757339,1282199483.75,1142170125,1422228842.5,,,,492250873.75,446808570,537693177.5,771562116,164186082.25,76179603.75,35697182.5,116662025,117220885,42613075,191828695,66741855.5,249967599.375,96228706.25,403706492.5,,,,127594723.75,62941607.5,192247840,261630309
474522.75194823,4474009.36366669,"166","01","01","1660101",Valverde de Alcalá,Valverde de Alcalá,Valverde de Alcalá Núcleo,"550","4","2",-3.3003007248,40.4163176922,12050,12050,16244,16244,12748,12748,17878,20506,23960,23960,21653,22233,18278,18278,27432,26439,,,,,,,,,,,,,,,,,,,,,19592,19592,21860,21434,1064,1030,2185,2185,1152,1105,3142,2780,1377,1335,2822,3370,1209,1179,4393,3790,,,,,,,,,,,,,,,,,,,,,1096,1083,4228,3598,19258.95,14147,12050,16244,15970,12748,19192,17325.6,22779.125,21119,24439.25,,,,20619.5,19592,21647,21192.3,2206.15,1616,1047,2185,2044.75,1128.5,2961,1163,2434.375,1275,3593.75,,,,2501.25,1089.5,3913,3249.3,10592422.5,7780850,6627500,8934200,8783500,7011400,10555600,9529080,12528518.75,11615450,13441587.5,,,,11340725,10775600,11905850,11655765,1213382.5,888800,575850,1201750,1124612.5,620675,1628550,639650,1338906.25,701250,1976562.5,,,,1375687.5,599225,2152150,1787115
477628.60860057,4474965.81107165,"048","01","01","0480101",Corpa,Corpa,Corpa Núcleo,"794","4","2",-3.2637259827,40.4250236616,15937,15937,15246,15246,16635,16635,16609,16609,28045,28045,21232,21232,22363,22363,26856,26856,,,,,,,,,,,,,,,,,,,,,23677,23677,21850,21850,1260,1230,3542,3542,1348,1307,3981,3981,1595,1559,5057,5057,1416,1398,5721,5721,,,,,,,,,,,,,,,,,,,,,1307,1304,6121,6121,20845,15591.5,15937,15246,16622,16635,16609,21331.4,24624,25204,24044,,,,22763.5,23677,21850,20358.6,3128.4,2393.5,1245,3542,2654.25,1327.5,3981,1372.4,3440.5,1492,5389,,,,3713.25,1305.5,6121,4884.4,16550930,12379651,12653978,12105324,13197868,13208190,13187546,16937131.6,19551456,20011976,19090936,,,,18074219,18799538,17348900,16164728.4,2483949.6,1900439,988530,2812348,2107474.5,1054035,3160914,1089685.6,2731757,1184648,4278866,,,,2948320.5,1036567,4860074,3878213.6
472113.78248403,4489072.56394476,"083","02","01","0830201",Meco,Meco,Meco Núcleo,"15806","4","2",-3.329357485,40.5519432947,9442,9442,14695,14695,8250,8250,16038,16038,6759,6759,10312,10312,15968,15968,21078,21078,,,,,,,,,,,,,,,,,,,,,10568,10568,15374,17349,1055,1086,2390,2390,718,722,2876,3176,630,628,1325,1325,1066,1007,3500,3200,,,,,,,,,,,,,,,,,,,,,809,808,3076,3563,12947.15,12068.5,9442,14695,12144,8250,16038,10197.4,13529.25,11363.5,15695,,,,13464.75,10568,16361.5,15696.9,1767.5,1730.25,1070.5,2390,1873,720,3026,852.9,1585.125,832.75,2337.5,,,,2064,808.5,3319.5,2682.1,204642652.9,190754711,149240252,232269170,191948064,130399500,253496628,161180104.4,213843325.5,179611481,248075170,,,,212823838.5,167037808,258609869,248105201.4,27937105,27348331.5,16920323,37776340,29604638,11380320,47828956,13480937.4,25054485.75,13162446.5,36946525,,,,32623584,12779151,52468017,42393272.6
477316.07392668,4479576.36270673,"012","01","01","0120101",Anchuelo,Anchuelo,Anchuelo Núcleo,"1369","4","2",-3.267574935,40.4665516977,12236,12236,30964,30964,17472,17472,33627,33579,20310,20310,29006,29006,17943,17943,37289,37289,,,,,,,,,,,,,,,,,,,,,15933,15933,32496,32914,945,926,3115,3115,1205,1173,4085,3909,1258,1251,3517,3517,1216,1190,4653,4773,,,,,,,,,,,,,,,,,,,,,1059,1038,3867,4109,24746.1,21600,12236,30964,25537.5,17472,33603,16778.8,26137,19126.5,33147.5,,,,24319,15933,32705,32713.4,2496.05,2025.25,935.5,3115,2593,1189,3997,1126.1,2671.875,1228.75,4115,,,,2518.25,1048.5,3988,3866,33877410.9,29570400,16751084,42389716,34960837.5,23919168,46002507,22970177.2,35781553,26184178.5,45378927.5,,,,33292711,21812277,44773145,44784644.6,3417092.45,2772567.25,1280699.5,4264435,3549817,1627741,5471893,1541630.9,3657796.875,1682158.75,5633435,,,,3447484.25,1435396.5,5459572,5292554
467968.80614335,4475599.45573224,"154","01","01","1540101",Mariblanca,Mariblanca,Mariblanca Núcleo,"86","14","2",-3.3776308589,40.4304162992,18842,18842,61695,60695,12537,12537,16347,18975,17480,17480,20702,20702,11798,11798,24425,24908,,,,,,,,,,,,,,,,,,,,,13112,13112,19714,19714,1299,1290,9083,9218,809,799,4508,4206,989,950,4496,5396,818,781,5570,5216,,,,,,,,,,,,,,,,,,,,,702,685,4784,5384,21770.75,40018.5,18842,61195,15099,12537,17661,14753.8,18661.625,14639,22684.25,,,,16413,13112,19714,28787.7,3349.15,5222.5,1294.5,9150.5,2580.5,804,4357,912.2,3027,884.5,5169.5,,,,2888.75,693.5,5084,5786.1,1872284.5,3441591,1620412,5262770,1298514,1078182,1518846,1268826.8,1604899.75,1258954,1950845.5,,,,1411518,1127632,1695404,2475742.2,288026.9,449135,111327,786943,221923,69144,374702,78449.2,260322,76067,444577,,,,248432.5,59641,437224,497604.6
469117.43003286,4473045.91197254,"154","02","01","1540201",Torres de la Alameda,Torres de la Alameda,Torres de la Alameda Núcleo,"7564","14","2",-3.363965461,40.4074549469,18652,18652,26717,58760,13517,13517,12138,12138,18460,18460,17694,16079,12778,12778,21692,21490,,,,,,,,,,,,,,,,,,,,,14092,14092,15128,15505,1392,1395,4094,7282,961,948,2587,2587,1152,1106,2695,2155,970,933,3718,3709,,,,,,,,,,,,,,,,,,,,,863,840,3830,3283,18616.95,30695.25,18652,42738.5,12827.5,13517,12138,15499.8,17428.875,15619,19238.75,,,,14704.25,14092,15316.5,21734.1,2325,3540.75,1393.5,5688,1770.75,954.5,2587,1056,2054.75,1040.25,3069.25,,,,2204,851.5,3556.5,3594,140818609.8,232178871,141083728,323274014,97027210,102242588,91811832,117240487.2,131832010.5,118142116,145521905,,,,111222947,106591888,115854006,164396732.4,17586300,26782233,10540434,43024032,13393953,7219838,19568068,7987584,15542129,7868451,23215807,,,,16671056,6440746,26901366,27185016
471475.2134976,4496245.00781313,"156","02","01","1560201","Cardosa, La",La Cardosa,La Cardosa Núcleo,"432","4","2",-3.3372237104,40.6165361888,18867,18867,23355,49356,16346,16346,20483,48572,17288,17288,26909,51129,23059,23059,28072,53708,,,,,,,,,,,,,,,,,,,,,17712,17712,19975,46592,1712,1673,3481,6301,1201,1084,3192,6732,1280,1246,4062,7054,1547,1400,4356,7055,,,,,,,,,,,,,,,,,,,,,1236,1160,3081,6070,27734.75,27611.25,18867,36355.5,25436.75,16346,34527.5,18654.4,30064,20173.5,39954.5,,,,25497.75,17712,33283.5,36815.1,3246.15,3291.75,1692.5,4891,3052.25,1142.5,4962,1353.9,3500,1368.25,5631.75,,,,2886.75,1198,4575.5,5138.4,11981412,11928060,8150544,15705576,10988676,7061472,14915880,8058700.8,12987648,8714952,17260344,,,,11015028,7651584,14378472,15904123.2,1402336.8,1422036,731160,2112912,1318572,493560,2143584,584884.8,1512000,591084,2432916,,,,1247076,517536,1976616,2219788.8
471659.22725356,4498084.74133691,"156","01","01","1560101",Valdeavero,Valdeavero,Valdeavero Núcleo,"1377","4","2",-3.335131142,40.6331160767,19559,19559,24085,46583,17038,17038,21214,45799,17980,17980,27639,48356,23751,23751,28802,50934,,,,,,,,,,,,,,,,,,,,,18404,18404,20706,43819,1676,1661,2769,5349,1158,1075,2480,5780,1250,1226,3350,6102,1524,1388,3644,6103,,,,,,,,,,,,,,,,,,,,,1207,1141,2369,5118,27570.05,27446.5,19559,35334,25272.25,17038,33506.5,19346.4,29899.125,20865.5,38932.75,,,,25333.25,18404,32262.5,35793.7,2818.5,2863.75,1668.5,4059,2623.25,1116.5,4130,1330.6,3073.375,1347,4799.75,,,,2458.75,1174,3743.5,4306.4,37963958.85,37793830.5,26932743,48654918,34799888.25,23461326,46138450.5,26639992.8,41171095.125,28731793.5,53610396.75,,,,34883885.25,25342308,44425462.5,49287924.9,3881074.5,3943383.75,2297524.5,5589243,3612215.25,1537420.5,5687010,1832236.2,4232037.375,1854819,6609255.75,,,,3385698.75,1616598,5154799.5,5929912.8
485118.31853712,4474187.46674939,"111","01","01","1110101",Pezuela de las Torres,Pezuela de las Torres,Pezuela de las Torres Núcleo,"743","4","2",-3.175415534,40.4181791638,21774,21774,25185,25185,22472,22472,26529,26529,29746,29746,31843,31843,30255,30255,32225,32225,,,,,,,,,,,,,,,,,,,,,31569,31569,31187,31187,1697,1693,3712,3712,1804,1786,4136,4136,1862,1865,4824,4824,1842,1849,4768,4768,,,,,,,,,,,,,,,,,,,,,1752,1771,5639,5639,28278.5,23479.5,21774,25185,24500.5,22472,26529,27163.2,31017.25,30000.5,32034,,,,31378,31569,31187,29393.8,3203.95,2703.5,1695,3712,2965.5,1795,4136,1792.1,3325.25,1854.5,4796,,,,3700.25,1761.5,5639,4615.8,21010925.5,17445268.5,16178082,18712455,18203871.5,16696696,19711047,20182257.6,23045816.75,22290371.5,23801262,,,,23313854,23455767,23171941,21839593.4,2380534.85,2008700.5,1259385,2758016,2203366.5,1333685,3073048,1331530.3,2470660.75,1377893.5,3563428,,,,2749285.75,1308794.5,4189777,3429539.4
485548.65976164,4474918.47091846,"111","02","01","1110201","Caminos, Los",Los Caminos,Los Caminos Núcleo,"215","4","2",-3.1703595867,40.4247724417,23221,23221,25902,25902,23919,23919,27246,27246,28925,28925,32561,32561,31702,31702,32942,32942,,,,,,,,,,,,,,,,,,,,,33016,33016,31905,31905,1752,1756,3524,3524,1838,1844,3948,3948,1787,1800,4636,4636,1892,1911,4580,4580,,,,,,,,,,,,,,,,,,,,,1793,1827,5451,5451,29133.9,24561.5,23221,25902,25582.5,23919,27246,28156.6,31532.5,30313.5,32751.5,,,,32460.5,33016,31905,30111.2,3123.9,2639,1754,3524,2894.5,1841,3948,1820,3227.75,1847.5,4608,,,,3630.5,1810,5451,4427.8,6263788.5,5280722.5,4992515,5568930,5500237.5,5142585,5857890,6053669,6779487.5,6517402.5,7041572.5,,,,6979007.5,7098440,6859575,6473908,671638.5,567385,377110,757660,622317.5,395815,848820,391300,693966.25,397212.5,990720,,,,780557.5,389150,1171965,951977
480163.28593192,4480216.6616515,"136","02","01","1360201",Santorcaz,Santorcaz,Santorcaz Núcleo,"949","4","2",-3.234010113,40.4723930127,15729,15729,27346,27346,21158,21158,30009,29961,18727,18727,25388,25388,21436,21436,33671,33671,,,,,,,,,,,,,,,,,,,,,22476,22476,28878,29296,1190,1186,2789,2789,1332,1308,3759,3583,1210,1202,3191,3191,1464,1442,4327,4447,,,,,,,,,,,,,,,,,,,,,1354,1352,3541,3783,24500.3,21537.5,15729,27346,25571.5,21158,29985,19905.2,24805.5,20081.5,29529.5,,,,25781.5,22476,29087,29095.4,2422,1988.5,1188,2789,2495.5,1320,3671,1304,2559.25,1329.5,3789,,,,2507.5,1353,3662,3540,23250784.7,20439087.5,14926821,25951354,24267353.5,20078942,28455765,18890034.8,23540419.5,19057343.5,28023495.5,,,,24466643.5,21329724,27603563,27611534.6,2298478,1887086.5,1127412,2646761,2368229.5,1252680,3483779,1237496,2428728.25,1261695.5,3595761,,,,2379617.5,1283997,3475238,3359460
482248.81898963,4481181.82742918,"136","01","01","1360101",Estación Transmisora Marina,Estación Transmisora Marina,Estación Transmisora Marina Núcleo,"32","4","2",-3.20943464,40.48113538,18481,18481,24793,24793,23192,23192,27592,27544,20761,20761,22971,22971,23470,23470,31254,31254,,,,,,,,,,,,,,,,,,,,,24510,24510,26461,26879,1340,1351,2403,2403,1398,1390,3487,3311,1285,1293,2919,2919,1542,1540,4055,4175,,,,,,,,,,,,,,,,,,,,,1415,1432,3269,3511,24367,21637,18481,24793,25380,23192,27568,22082.8,24614,22115.5,27112.5,,,,25590,24510,26670,26651.2,2321.9,1874.25,1345.5,2403,2396.5,1394,3399,1398.6,2466,1415,3517,,,,2406.75,1423.5,3390,3245.2,779744,692384,591392,793376,812160,742144,882176,706649.6,787648,707696,867600,,,,818880,784320,853440,852838.4,74300.8,59976,43056,76896,76688,44608,108768,44755.2,78912,45280,112544,,,,77016,45552,108480,103846.4
467974.02722771,4482669.28283059,"005","01","01","0050101",Alcalá de Henares,Alcalá de Henares,Alcalá de Henares Núcleo,"199590","4","2",-3.377926081,40.4941077587,2952,2952,2119,4452,1303,1303,1416,1416,4475,4475,6160,6160,8712,8712,7998,7998,,,,,,,,,,,,,,,,,,,,,1580,1580,1113,1113,585,657,1777,1656,214,201,593,417,473,445,2592,2592,693,614,2545,2545,,,,,,,,,,,,,,,,,,,,,221,227,946,946,3899.45,3118.75,2952,3285.5,1359.5,1303,1416,3804.4,6836.25,6593.5,7079,,,,1346.5,1580,1113,3994.5,1046.95,1168.75,621,1716.5,356.25,207.5,505,433,1562.375,556.25,2568.5,,,,585,224,946,1660.9,778291225.5,622471312.5,589189680,655752945,271342605,260065770,282619440,759320196,1364447137.5,1315996665,1412897610,,,,268747935,315352200,222143670,797262255,208960750.5,233270812.5,123945390,342596235,71103937.5,41414925,100792950,86422470,311834426.25,111021937.5,512646915,,,,116760150,44708160,188812140,331499031
478355.96318132,4483339.51983497,"137","01","01","1370101","Santos de la Humosa, Los",Los Santos de la Humosa,Los Santos de la Humosa Núcleo,"2793","4","2",-3.255437214,40.5004815667,15741,15741,15651,15651,16762,16762,18469,18421,14331,14331,13848,13848,23415,23415,22131,22131,,,,,,,,,,,,,,,,,,,,,18080,18080,17338,17756,1267,1307,2029,2029,1044,1006,3129,2953,935,911,2561,2561,1328,1264,3697,3817,,,,,,,,,,,,,,,,,,,,,1062,1058,2911,3153,17595.1,15696,15741,15651,17603.5,16762,18445,17665.8,18431.25,18873,17989.5,,,,17813.5,18080,17547,17524.4,2001.1,1658,1287,2029,2033,1025,3041,1118.2,2134.25,1109.5,3159,,,,2046,1060,3032,2884,49143114.3,43838928,43964613,43713243,49166575.5,46816266,51516885,49340579.4,51478481.25,52712289,50244673.5,,,,49753105.5,50497440,49008771,48945649.2,5589072.3,4630794,3594591,5666997,5678169,2862825,8493513,3123132.6,5960960.25,3098833.5,8823087,,,,5714478,2960580,8468376,8055012
468592.96294723,4477773.38813876,"172","05","01","1720501",Zulema,Zulema,Zulema Núcleo,"2716","4","2",-3.3703799943,40.4500248983,5380,5380,4771,7945,6078,6078,4389,9579,19448,19448,10346,13934,13766,13766,14214,17657,,,,,,,,,,,,,,,,,,,,,9078,9078,12946,12946,657,664,2612,1608,739,732,3518,2565,1081,1048,3137,2553,909,876,4391,3267,,,,,,,,,,,,,,,,,,,,,782,773,2841,2841,10811.35,5869,5380,6358,6531,6078,6984,10750,15322.375,16607,14037.75,,,,11012,9078,12946,10872.7,1879.7,1385.25,660.5,2110,1888.5,735.5,3041.5,826.1,2157.75,978.5,3337,,,,1809.25,777.5,2841,2933.3,29363626.6,15940204,14612080,17268328,17738196,16507848,18968544,29197000,41615570.5,45104612,38126529,,,,29908592,24655848,35161336,29530253.2,5105265.2,3762339,1793918,5730760,5129166,1997618,8260714,2243687.6,5860449,2657606,9063292,,,,4913923,2111690,7716156,7966842.8
469155.47189485,4476761.70250161,"172","09","01","1720901",El Viso,El Viso,El Viso Núcleo,"6890","4","2",-3.3636973821,40.4409317612,7282,7282,7480,13288,7980,7980,9114,14922,19114,19114,13055,19277,13432,13432,16924,23000,,,,,,,,,,,,,,,,,,,,,14746,14746,12859,18290,770,744,2132,2217,849,822,3089,3174,1078,1034,2657,3162,907,872,3911,3876,,,,,,,,,,,,,,,,,,,,,787,772,4025,3450,13665.85,8833,7282,10384,9999,7980,12018,12510.8,17168.5,16273,18064,,,,15160.25,14746,15574.5,14820.9,2016.4,1465.75,757,2174.5,1983.5,835.5,3131.5,863.5,2187.125,972.75,3401.5,,,,2258.5,779.5,3737.5,3169.3,94157706.5,60859370,50172980,71545760,68893110,54982200,82804020,86199412,118290965,112120970,124460960,,,,104454122.5,101599940,107308305,102116001,13892996,10099017.5,5215730,14982305,13666315,5756595,21576035,5949515,15069291.25,6702247.5,23436335,,,,15561065,5370755,25751375,21836477
470203.15056161,4477044.06167127,"172","03","01","1720301","Hueros, Los",Los Hueros,Los Hueros Núcleo,"2238","4","2",-3.3513573467,40.4435137225,6082,6082,6663,6663,6780,6780,8297,8297,14140,14140,13854,12238,11790,11790,17852,17650,,,,,,,,,,,,,,,,,,,,,9780,9780,11287,11665,695,663,1509,1509,768,727,2466,2466,1152,1077,2574,2034,967,921,3597,3588,,,,,,,,,,,,,,,,,,,,,816,777,3709,3162,10580.5,6372.5,6082,6663,7538.5,6780,8297,9714.4,14181.75,12965,15398.5,,,,10628,9780,11476,11446.6,1758.85,1094,679,1509,1606.75,747.5,2466,856.3,1988.75,1029.25,2948.25,,,,2116,796.5,3435.5,2661.4,23679159,14261655,13611516,14911794,16871163,15173640,18568686,21740827.2,31738756.5,29015670,34461843,,,,23785464,21887640,25683288,25617490.8,3936306.3,2448372,1519602,3377142,3595906.5,1672905,5518908,1916399.4,4450822.5,2303461.5,6598183.5,,,,4735608,1782567,7688649,5956213.2
470888.6251138,4478115.3245439,"172","02","01","1720201","Gurugú, El",El Gurugú,El Gurugú Núcleo,"276","4","2",-3.34332364,40.45318895,5104,5104,5311,5311,5802,5802,6945,6945,13161,13161,12501,10886,10811,10811,16499,14754,,,,,,,,,,,,,,,,,,,,,8801,8801,9935,9497,585,546,1433,1433,670,630,2390,2390,1055,975,2498,1958,868,829,3521,3092,,,,,,,,,,,,,,,,,,,,,717,677,3633,3088,9297.1,5207.5,5104,5311,6373.5,5802,6945,8735.8,12823,11986,13660,,,,9258.5,8801,9716,9858.4,1649.4,999.25,565.5,1433,1520,650,2390,755.2,1849.5,931.75,2767.25,,,,2028.75,697,3360.5,2543.6,2565999.6,1437270,1408704,1465836,1759086,1601352,1916820,2411080.8,3539148,3308136,3770160,,,,2555346,2429076,2681616,2720918.4,455234.4,275793,156078,395508,419520,179400,659640,208435.2,510462,257163,763761,,,,559935,192372,927498,702033.6
474337.05923505,4475966.28684361,"172","06","01","1720601",Villalbilla,Villalbilla,Villalbilla Núcleo,"2406","4","2",-3.302568446,40.4339419337,9414,9414,19919,19919,10112,10112,21553,24181,17471,17471,25328,25908,15121,15121,31107,30114,,,,,,,,,,,,,,,,,,,,,13111,13111,25535,25109,903,870,2566,2566,992,935,3523,3161,1380,1290,3203,3751,1184,1137,4774,4171,,,,,,,,,,,,,,,,,,,,,1025,971,4609,3979,18956.55,14666.5,9414,19919,16489.5,10112,22867,13045.8,22205.125,16296,28114.25,,,,19216.5,13111,25322,24867.3,2349.5,1726.25,886.5,2566,2152.75,963.5,3342,1068.7,2611.25,1247.75,3974.75,,,,2646,998,4294,3630.3,45609459.3,35287599,22650084,47925114,39673737,24329472,55018002,31388194.8,53425530.75,39208176,67642885.5,,,,46234899,31545066,60924732,59830723.8,5652897,4153357.5,2132919,6173796,5179516.5,2318181,8040852,2571292.2,6282667.5,3002086.5,9563248.5,,,,6366276,2401188,10331364,8734501.8
475570.07760954,4475571.56706666,"172","10","01","1721001","Mirador, El",El Mirador,El Mirador Núcleo,"1754","4","2",-3.288016052,40.4304230297,10594,10594,20885,20885,11292,11292,22519,25147,18651,18651,26294,26874,16301,16301,32073,31080,,,,,,,,,,,,,,,,,,,,,14291,14291,26501,26075,1015,979,3310,3310,1096,1039,4267,3905,1487,1400,3947,4495,1295,1244,5518,4915,,,,,,,,,,,,,,,,,,,,,1133,1089,5353,4723,20029.55,15739.5,10594,20885,17562.5,11292,23833,14225.8,23278.125,17476,29080.25,,,,20289.5,14291,26288,25833.3,2776,2153.5,997,3310,2576.75,1067.5,4086,1177.7,3037.625,1356.5,4718.75,,,,3074.5,1111,5038,4374.3,35131830.7,27607083,18581876,36632290,30804625,19806168,41803082,24952053.2,40829831.25,30652904,51006758.5,,,,35587783,25066414,46109152,45311608.2,4869104,3777239,1748738,5805740,4519619.5,1872395,7166844,2065685.8,5327994.25,2379301,8276687.5,,,,5392673,1948694,8836652,7672522.2
476346.35768385,4476639.03898517,"172","08","01","1720801",Valdeláguila - El Robledal - El Mirador,Valdeláguila - El Robledal - El Mirador,Valdeláguila - El Robledal - El Mirador Núcleo,"1626","4","2",-3.278903952,40.4400623387,12364,12364,22830,22830,13061,13061,24464,27092,20421,20421,28239,28819,18071,18071,34018,33025,,,,,,,,,,,,,,,,,,,,,16061,16061,28446,28020,1187,1146,4804,4804,1263,1209,5761,5399,1637,1556,5441,5989,1455,1407,7012,6409,,,,,,,,,,,,,,,,,,,,,1313,1255,6847,6217,21886.95,17597,12364,22830,19419.5,13061,25778,15995.6,25135.625,19246,31025.25,,,,22147,16061,28233,27778.3,3605.55,2985.25,1166.5,4804,3408,1236,5580,1342.8,3863.25,1513.75,6212.75,,,,3908,1284,6532,5868.3,35588180.7,28612722,20103864,37121580,31576107,21237186,41915028,26008845.6,40870526.25,31293996,50447056.5,,,,36011022,26115186,45906858,45167515.8,5862624.3,4854016.5,1896729,7811304,5541408,2009736,9073080,2183392.8,6281644.5,2461357.5,10101931.5,,,,6354408,2087784,10621032,9541855.8
