Origen,Hospitales grupo 3,Hospitales grupo 2,Bomberos,Juzgados,Salud mental
1520201,22507.4716252994,8606.471700639833,32204.13925699385,6411.998223607058,21547.96641300767
1270101,13993.259906804617,18168.945417583946,26410.62929538675,5147.065182075676,17610.641509070385
1271001,13773.444811302252,17827.21738823816,26117.90158113076,5163.244354543516,17425.903850800216
1271501,17524.083580801806,14260.464399602946,28744.50776565543,8637.534059922687,19177.240456466207
1270401,11323.69988987122,20687.30939297309,24634.25588724789,3432.8138834137053,16306.938955330772
0470501,29114.06191572425,3061.4387986274096,37138.66266895144,575.0192683975141,24904.74810797944
0470101,29720.07335513902,1518.9584402103073,37570.17775115206,1392.8096052176766,25256.602279124585
0471101,28806.033449972707,3064.10591495632,36881.670930221066,4087.32663005495,25212.19229845612
0471001,31201.640663485476,695.0317229908785,38779.48412259029,2834.1579180626636,26206.7850619342
1350801,45748.073254641444,25901.356013337707,51402.67731238701,13346.74822617691,40085.58391470443
1350201,47153.35442231263,23633.64729600675,52822.325085892626,12259.25794556568,40701.26271975577
1350501,45028.24996690708,23501.914235593264,50823.560794874655,11234.417864017649,38963.6584785942
1350101,44105.8754642045,24401.07836296078,49927.74405830086,11782.551098251124,38472.83722929816
1351401,43466.245405516376,24538.764427659306,49327.65496675739,11859.233539913468,38033.47677796147
1351001,44952.14867728442,22797.99111156392,50776.626166337635,10714.654163955007,38750.48411970528
1350601,42083.056245687214,23008.184511805182,48111.00056174513,10319.37051779544,36610.36653720884
1350301,41717.307843274706,21780.277597217362,47815.98920418163,9117.522420657926,36014.84930331148
1350901,39873.13977533402,19468.501225098775,46201.9596090055,6789.1251745536365,34038.07535644497
0180401,34485.03412779007,6606.286913639313,41502.210675019065,17472.992151471233,30163.337156669346
0180101,35807.09230680637,6388.310279721807,42614.32470712301,19633.537318449733,30927.72071332868
0180201,34932.417151714886,8373.219618364743,41884.27899832497,16505.54070324158,30961.147783351014
0180601,36823.46737821411,8672.866570412005,43472.46336943514,18829.21247018507,32293.163681645496
0220101,11582.342510424178,29347.128113424496,23446.209913574843,9164.664845639409,18332.89847757477
0221601,9301.454105085097,30354.81373646183,21643.070159723757,9440.748168562617,16773.013529199285
0221701,11472.986072731475,26261.491363917823,24322.60927853373,12213.363399565056,17899.777814406993
0560101,34378.74606101717,23564.164936030338,41281.90008479218,13074.15815609483,31567.31549600174
1830101,35057.66013911631,18682.737134925534,42002.83141835333,7168.898785790895,30565.51193786634
1830201,34255.02403845592,18914.85464157553,41323.68309867493,7862.412949418666,30136.095012403945
1830301,36845.85539081818,19190.13081079376,43529.52713077994,6971.94112266201,31857.97845611491
0802201,9039.389274073039,24030.29939694946,23323.18923574389,2130.852637408775,15739.495153141383
0804201,14497.519412909927,19899.06111181847,26820.92277638927,6086.306817380253,18326.466875512793
1760603,17224.667422595146,25817.147470606822,27898.136563424458,14233.896893165287,21297.827452988513
1760401,19552.24569674767,22957.733673701277,29837.17360569456,17966.904133556756,22108.69472356324
