Origen,Hospitales grupo 3,Hospitales grupo 2,Bomberos,Juzgados,Salud mental
1760704,15033.24257086369,20870.229873869124,27108.40600550251,17705.430798334444,18885.662659689562
0930101,38110.168886623695,8067.221931459246,44597.49610473195,21896.87118655899,32830.22448992486
0900101,31718.413875080034,3835.3649628263106,39217.32172811161,16860.951056139806,27543.3050997897
0900301,34505.719935013134,5986.263388286885,41519.03298125628,18076.731281368735,29995.764110843742
0900701,33183.210557770246,6704.832656808398,40423.59988999207,15878.799693003593,29313.801839995973
0260301,17930.95508782991,25205.117503106958,28465.104874946654,15168.818747919471,21605.265052422783
0260101,19888.568599896025,27869.585961812892,29431.456310515427,14341.455568296558,23413.68621637431
0260201,20202.177409340933,25965.1378595611,29940.623352920677,16121.695268116277,23190.907919871348
1190202,24172.204211926608,25533.86622455486,32925.117228151124,19858.039794690143,25597.371378806874
1601203,26756.70100532532,18606.57901643148,35338.82924537322,12432.926747252824,25503.552192889776
1601202,25574.5913828483,17875.865903888018,34471.49015336695,12692.660498229312,24622.695860143922
1600301,22840.229852140095,18685.850639552966,32437.673162261774,15160.899451205274,23156.021334151887
1600201,27043.61846021084,22185.932594529502,35392.61076694873,15482.228624590332,26564.747909798312
1600501,29989.371335984586,15795.069337826739,37896.24505602976,7773.662714138817,26765.94204522388
1600601,26361.417090485455,15267.617439524625,35119.37137012722,10409.258104346109,24530.014378728636
1601501,30409.577556205102,14250.23875635895,38233.2981329719,6300.6583639803175,26674.023945537363
1600901,28465.1096490301,13534.766931415565,36730.87725851514,7702.6395171363865,25420.168977561
1600801,24549.830883308543,16239.915081455067,33757.43489783222,12397.459999229637,23658.3385774353
0101801,31056.050656472184,2216.4401908582554,38681.036947323584,2304.8398570163727,26129.815248646384
0101701,31661.37169479721,1167.4677248523428,39162.94927438816,3155.4834956100485,26567.604110276337
0100101,32799.38264920426,2759.314601840296,40129.629342214575,4068.0236260180727,27458.48262950348
1152001,7953.005381540602,33679.71050895844,19653.902593826017,4588.7231319808,15627.656260973174
1150101,7363.396321847676,33400.73306524766,19474.390090504407,3897.9807059136238,15146.981060632215
1152301,7464.999992721656,31567.654123104843,20082.97598330657,3195.5992095128963,15312.705312952066
1152401,8329.682026826518,28053.20125663197,21894.965505940163,5325.525528365406,15970.678549727567
1150401,6775.5101071817035,29004.70106590658,20536.397756345992,1445.378803834676,14726.090656650902
0680301,42169.00028550512,12029.011479872523,48367.43103115145,13569.880359861327,35655.11715366435
0680201,37071.38189709765,7415.394829292873,43820.71639346605,8527.863563735613,30978.370320113234
0680705,37605.54996273293,7044.932862353792,44262.40158941278,8924.339291591998,31624.329620516426
0680101,33818.326401025006,4297.962959830939,41007.35882249812,5168.59567248393,28254.548022183124
0680601,35205.47591600763,6577.030815461886,42211.93078797461,6988.042756949752,29337.316540523712
